RK,NAME,KEEP?,POS,,TEAM,AGE,SALARY,FP,/GP,VORP,/$,ADP,DIFF.,,ADJ,GP,TOI,G,A,PTS,SOG,PPG,PPP,SHG,SHP,BLK,HIT,+/-,PIM,GWG,FOW,FOL,FO%,,GP,W,L,OTL,SO,SV,GA,SV%,GAA
547,Colton Sissons,N,"C,LW",147,VGK,32,$2.9,234.2,2.9,-247.4,-37.1,—,N/A,, ,80,11.7,7,12,20,77,0,0,0,0,53,106,4,21,1,348,301,54%,,,,,,,,,,
75,Connor Bedard,N,"C,RW",20,CHI,20,$1.0,566.6,7.1,68.5,10.3,48.0,-27.0,,+ +,79,20.7,31,53,83,220,11,32,0,0,37,53,-12,44,4,250,400,38%,,,,,,,,,,
607,Connor Brown,N,RW,167,N.J,32,$3.0,194.8,2.7,-303.3,-45.5,—,N/A,,+,73,14.1,9,13,22,112,0,0,1,1,33,33,3,14,1,16,25,38%,,,,,,,,,,
555,Connor Dewar,N,C,142,PIT,26,$1.1,256.4,3.4,-256.3,-38.4,—,N/A,, ,75,11.7,8,10,18,84,0,0,1,2,49,166,-6,26,1,134,165,45%,,,,,,,,,,
52,Connor Hellebuyck,N,G,1,WPG,32,$8.5,294.1,4.9,89.1,13.4,8.0,-44.0,, ,,,,,,,,,,,,,,,,,,,,60,34,19,6,6,"1,576",140,0.918,2.34
346,Connor Ingram,N,G,51,UTA,28,$2.0,94.5,3.9,-110.5,-16.6,—,N/A,, ,,,,,,,,,,,,,,,,,,,,24,11,9,3,1,639,71,0.900,2.95
2,Connor McDavid,N,C,1,EDM,29,$12.5,867.8,11.0,355.1,53.2,1.0,-1.0,,+,79,22.4,38,92,130,272,12,45,0,0,30,73,13,35,7,467,466,50%,,,,,,,,,,
341,Connor McMichael,N,LW,73,WSH,25,$2.1,374.7,4.6,-106.9,-16.0,—,N/A,, ,81,16.8,23,26,49,167,4,10,0,1,38,47,3,38,4,107,130,45%,,,,,,,,,,
236,Connor Murphy,N,D,103,CHI,33,$4.4,273.4,3.7,-49.4,-7.4,—,N/A,, ,74,20.6,4,13,17,91,0,0,0,1,164,132,-7,57,1,0,0,0%,,,,,,,,,,
445,Connor Zary,N,"C,LW,RW",102,CGY,24,$0.0,313.2,4.3,-168.4,-25.2,—,N/A,, ,72,16.5,19,23,42,141,2,9,0,0,36,43,-3,25,3,120,174,41%,,,,,,,,,,
262,Conor Garland,N,RW,53,VAN,30,$5.9,434.5,5.3,-63.6,-9.5,—,N/A,, ,82,18.7,22,33,55,192,6,16,0,0,52,56,2,37,4,4,13,24%,,,,,,,,,,
386,Conor Timmins,N,D,169,BUF,27,$2.2,195.1,2.8,-127.7,-19.1,—,N/A,, ,69,15.7,3,15,18,66,0,1,0,0,84,67,2,29,0,0,0,0%,,,,,,,,,,
578,Corey Perry,N,RW,158,L.A,40,$2.0,222.5,2.9,-275.6,-41.3,—,N/A,, ,78,11.9,13,10,24,100,3,6,0,0,27,54,2,49,2,6,18,24%,,,,,,,,,,
606,Curtis Lazar,N,C,170,EDM,31,$0.8,213.1,3.0,-299.6,-44.9,—,N/A,, ,71,10.4,4,8,12,53,0,0,0,0,38,150,5,23,1,245,243,50%,,,,,,,,,,
180,Cutter Gauthier,N,LW,40,ANA,22,$1.0,464.4,5.7,-17.2,-2.6,169.0,-11.0,,+,81,16.8,26,32,57,222,4,11,0,0,54,80,-3,28,4,24,42,37%,,,,,,,,,,
401,Dakota Joshua,N,"C,LW",89,TOR,29,$3.3,347.3,4.7,-134.4,-20.1,—,N/A,, ,75,13.0,12,13,25,79,0,1,0,0,38,234,3,41,2,30,28,52%,,,,,,,,,,
315,Damon Severson,N,D,143,CBJ,31,$6.3,225.3,2.9,-97.6,-14.6,—,N/A,, ,78,17.4,6,17,23,87,0,1,0,0,102,56,-1,40,1,0,0,0%,,,,,,,,,,
358,Dan Vladar,N,G,54,PHI,28,$3.4,88.9,3.7,-116.2,-17.4,—,N/A,, ,,,,,,,,,,,,,,,,,,,,24,11,10,3,1,624,71,0.898,2.96
329,Daniil Tarasov (G),N,G,47,FLA,26,$1.1,102.7,4.1,-102.3,-15.3,—,N/A,, ,,,,,,,,,,,,,,,,,,,,25,14,8,3,1,637,71,0.899,2.85
223,Dante Fabbro,N,D,97,CBJ,27,$4.1,278.8,3.7,-44.0,-6.6,—,N/A,, ,76,21.2,7,18,24,108,0,0,0,0,151,78,1,45,1,0,0,0%,,,,,,,,,,
516,Danton Heinen,N,LW,133,PIT,30,$2.3,262.9,3.3,-218.7,-32.8,—,N/A,, ,79,13.8,12,19,30,99,1,2,1,1,41,86,-5,24,1,16,25,39%,,,,,,,,,,
127,Darcy Kuemper,N,G,15,L.A,35,$5.3,231.8,4.5,26.8,4.0,74.0,-53.0,, ,,,,,,,,,,,,,,,,,,,,52,28,18,6,4,"1,360",135,0.910,2.59
72,Darnell Nurse,N,D,30,EDM,31,$9.3,393.4,4.9,70.6,10.6,187.0,115.0,, ,81,20.6,7,23,31,170,0,1,1,1,141,149,8,54,1,0,0,0%,,,,,,,,,,
252,Darren Raddysh,N,D,112,T.B,30,$1.0,264.3,3.6,-58.6,-8.8,—,N/A,, ,74,16.9,5,24,29,98,1,7,0,0,77,56,7,19,1,0,0,0%,,,,,,,,,,
620,David Kampf,N,C,183,TOR,31,$2.4,188.0,2.4,-324.7,-48.7,—,N/A,, ,77,12.5,6,11,17,71,0,0,0,1,33,79,3,16,1,398,379,51%,,,,,,,,,,
12,David Pastrnak,N,RW,2,BOS,29,$11.3,731.4,8.9,233.3,35.0,7.0,-5.0,, ,82,20.1,44,58,102,336,10,26,0,0,26,65,1,40,6,4,8,37%,,,,,,,,,,
508,David Perron,N,"LW,RW",129,OTT,37,$4.0,267.1,3.6,-214.5,-32.2,—,N/A,, ,74,12.3,11,15,26,108,3,7,0,0,21,102,1,28,2,8,15,33%,,,,,,,,,,
344,David Rittich,N,G,50,NYI,33,$1.0,95.8,3.8,-109.3,-16.4,—,N/A,, ,,,,,,,,,,,,,,,,,,,,25,11,10,3,1,660,73,0.901,2.91
449,Dawson Mercer,N,"C,RW",96,N.J,24,$4.0,324.2,4.0,-173.9,-26.1,—,N/A,, ,82,17.3,21,20,41,143,4,8,1,1,54,42,3,20,3,96,130,42%,,,,,,,,,,
332,Denton Mateychuk,N,D,153,CBJ,21,$0.9,219.8,3.3,-103.0,-15.4,—,N/A,, ,67,19.3,6,17,23,75,0,2,0,0,99,60,-2,31,1,0,0,0%,,,,,,,,,,
408,Derek Forbort,N,D,173,VAN,34,$2.0,184.1,2.7,-138.7,-20.8,—,N/A,, ,68,17.2,2,10,12,52,0,0,0,0,100,90,-1,38,0,0,0,0%,,,,,,,,,,
82,Devon Toews,N,D,34,COL,32,$7.3,382.3,4.7,59.5,8.9,122.0,40.0,, ,81,24.6,10,37,47,156,0,3,0,0,119,60,8,28,2,0,0,0%,,,,,,,,,,
302,Dmitri Voronkov,N,LW,64,CBJ,25,$4.2,392.5,5.0,-89.1,-13.4,—,N/A,, ,79,16.2,22,25,47,162,7,11,0,0,50,81,1,43,3,83,115,42%,,,,,,,,,,
324,Dmitry Kulikov,N,D,148,FLA,35,$1.2,222.6,2.9,-100.2,-15.0,—,N/A,, ,78,15.9,3,14,16,74,0,0,0,0,84,105,4,31,0,0,0,0%,,,,,,,,,,
83,Dmitry Orlov,N,D,35,S.J,34,$6.5,379.9,4.8,57.1,8.6,—,N/A,, ,79,23.6,8,32,40,157,1,9,0,0,88,117,-6,33,1,0,0,0%,,,,,,,,,,
39,Dougie Hamilton,N,D,17,N.J,32,$9.0,429.9,6.1,107.1,16.0,85.0,46.0,, ,70,19.8,12,34,46,192,6,19,0,0,91,76,4,37,2,0,0,0%,,,,,,,,,,
68,Drake Batherson,N,"LW,RW",21,OTT,27,$5.0,555.0,6.8,73.3,11.0,87.0,19.0,,+,82,17.9,26,41,67,200,10,26,0,0,32,125,1,32,4,15,20,43%,,,,,,,,,,
135,Drew Doughty,N,D,52,L.A,36,$11.0,342.7,4.4,19.9,3.0,121.0,-14.0,, ,78,23.1,9,28,37,117,1,8,0,0,120,81,2,38,1,0,0,0%,,,,,,,,,,
353,Drew Helleson,N,D,158,ANA,24,$1.1,208.3,3.2,-114.5,-17.2,—,N/A,, ,66,16.5,4,11,16,72,0,0,0,1,86,100,-4,35,1,0,0,0%,,,,,,,,,,
545,Drew O'Connor,N,LW,145,VAN,27,$2.5,235.0,3.0,-246.6,-37.0,—,N/A,, ,78,13.5,11,14,25,109,0,1,1,2,49,69,0,25,2,39,50,44%,,,,,,,,,,
122,Dustin Wolf,N,G,12,CGY,24,$0.9,235.7,4.1,30.6,4.6,62.0,-60.0,, ,,,,,,,,,,,,,,,,,,,,57,24,24,8,4,"1,536",155,0.908,2.73
118,Dylan Cozens,N,C,28,OTT,25,$7.1,545.9,6.7,33.1,5.0,—,N/A,,+,82,18.1,23,38,61,213,6,18,1,1,41,164,0,43,4,598,639,48%,,,,,,,,,,
177,Dylan Demelo,N,D,68,WPG,32,$4.9,307.3,3.8,-15.5,-2.3,—,N/A,, ,81,21.6,4,22,26,87,0,0,0,1,123,131,6,42,1,0,0,0%,,,,,,,,,,
74,Dylan Guenther,N,RW,18,UTA,22,$7.1,567.4,7.6,69.3,10.4,146.0,72.0,,+,75,18.4,33,40,73,232,15,31,0,0,46,65,0,31,5,11,23,32%,,,,,,,,,,
119,Dylan Holloway,N,"LW,RW",32,STL,24,$2.0,514.2,7.1,32.5,4.9,—,N/A,,+,72,17.2,26,35,61,170,6,15,0,0,43,149,4,27,4,33,37,47%,,,,,,,,,,
108,Dylan Larkin,N,C,25,DET,29,$8.7,551.5,6.9,38.8,5.8,49.0,-59.0,, ,80,20.1,31,41,72,235,13,25,0,1,36,48,-2,38,4,839,694,55%,,,,,,,,,,
222,Dylan Samberg,N,D,96,WPG,27,$5.8,279.0,3.7,-43.8,-6.6,—,N/A,, ,76,21.3,5,18,23,109,0,1,0,0,147,85,5,34,1,0,0,0%,,,,,,,,,,
172,Dylan Strome,N,C,38,WSH,29,$5.0,503.5,6.1,-9.2,-1.4,92.0,-80.0,, ,82,17.5,27,46,73,159,7,28,0,0,53,28,1,30,4,664,607,52%,,,,,,,,,,
288,Eeli Tolvanen,N,"LW,RW",61,SEA,26,$3.5,399.5,5.0,-82.1,-12.3,—,N/A,, ,80,14.1,19,16,35,131,1,3,0,0,63,198,-5,23,3,5,9,37%,,,,,,,,,,
435,Eetu Luostarinen,N,LW,97,FLA,27,$3.0,319.0,3.9,-162.7,-24.4,—,N/A,, ,82,14.9,11,17,29,98,0,1,0,1,57,153,5,27,2,64,71,47%,,,,,,,,,,
427,Egor Zamula,N,D,180,PHI,25,$1.7,167.7,2.4,-155.1,-23.3,—,N/A,, ,70,16.2,3,14,17,51,0,1,0,0,94,46,-3,21,1,0,0,0%,,,,,,,,,,
238,Elias Lindholm,N,C,46,BOS,31,$7.8,460.7,5.7,-52.1,-7.8,—,N/A,, ,81,19.5,18,33,51,173,4,14,1,2,75,109,-3,22,3,825,655,56%,,,,,,,,,,
34,Elias Pettersson,N,"C,LW",10,VAN,27,$11.6,599.3,7.6,117.6,17.6,107.0,73.0,,+,79,20.1,30,51,81,187,10,25,1,2,84,97,2,19,5,541,588,48%,,,,,,,,,,
576,Elmer Soderblom,N,LW,154,DET,24,$1.1,207.1,3.6,-274.5,-41.1,—,N/A,, ,58,12.2,9,13,22,78,0,1,0,0,26,80,-1,17,1,7,21,26%,,,,,,,,,,
233,Elvis Merzlikins,N,G,33,CBJ,31,$5.4,156.4,3.9,-48.6,-7.3,—,N/A,, ,,,,,,,,,,,,,,,,,,,,40,19,16,5,2,"1,074",120,0.900,3.00
529,Emil Heineman,N,LW,139,NYI,24,$1.1,252.3,3.6,-229.4,-34.4,—,N/A,, ,70,10.6,9,9,18,69,1,1,0,0,30,167,-2,20,1,1,7,14%,,,,,,,,,,
376,Eric Comrie,N,G,60,WPG,30,$0.8,79.9,4.0,-125.2,-18.8,—,N/A,, ,,,,,,,,,,,,,,,,,,,,20,10,7,2,1,515,57,0.900,2.85
187,Erik Cernak,N,D,73,T.B,28,$5.2,300.8,3.9,-22.0,-3.3,—,N/A,, ,78,19.6,3,17,20,77,0,0,0,1,117,167,6,51,1,0,0,0%,,,,,,,,,,
348,Erik Gustafsson (D),N,D,156,DET,34,$2.0,211.5,2.8,-111.3,-16.7,—,N/A,, ,76,15.6,4,19,23,83,0,5,0,0,64,54,-2,27,1,0,0,0%,,,,,,,,,,
507,Erik Haula,N,"C,LW",128,NSH,35,$3.2,267.6,3.4,-214.0,-32.1,—,N/A,, ,79,14.5,11,13,24,124,1,1,1,1,42,102,-4,41,2,442,379,54%,,,,,,,,,,
50,Erik Karlsson,N,D,20,PIT,35,$10.0,413.0,5.0,90.1,13.5,119.0,69.0,,-,82,23.4,12,42,54,186,2,14,0,0,101,40,-5,32,1,0,0,0%,,,,,,,,,,
179,Esa Lindell,N,D,70,DAL,31,$5.3,306.4,3.8,-16.4,-2.5,—,N/A,, ,82,23.0,6,22,28,118,0,0,0,1,174,68,7,19,1,0,0,0%,,,,,,,,,,
9,Evan Bouchard,N,D,4,EDM,26,$10.5,576.2,7.0,253.4,38.0,24.0,15.0,,+,82,23.7,15,58,73,233,4,30,0,0,110,52,12,35,3,0,0,0%,,,,,,,,,,
488,Evan Rodrigues,N,"C,LW,RW",120,FLA,32,$3.0,280.4,3.5,-201.3,-30.2,—,N/A,, ,80,13.3,10,16,26,138,1,2,0,0,25,105,6,30,2,100,110,48%,,,,,,,,,,
356,Evander Kane,N,LW,78,VAN,34,$5.1,365.8,5.5,-115.9,-17.4,176.0,-180.0,, ,66,15.3,17,16,33,167,2,5,0,0,26,154,-1,47,3,23,30,44%,,,,,,,,,,
291,Evgeni Malkin,N,"C,LW",62,PIT,39,$6.1,396.4,5.0,-85.2,-12.8,—,N/A,, ,80,17.8,20,36,55,167,4,15,0,0,49,41,-5,53,2,358,392,48%,,,,,,,,,,
535,Evgeny Dadonov,N,RW,141,N.J,37,$1.0,255.7,3.3,-242.4,-36.3,—,N/A,, ,77,13.1,14,17,31,110,2,5,0,0,34,50,3,15,2,0,2,7%,,,,,,,,,,
394,Fabian Zetterlund,N,RW,76,OTT,26,$4.3,366.0,4.5,-132.1,-19.8,—,N/A,, ,81,14.7,17,20,36,157,4,8,0,0,62,114,1,21,3,21,25,46%,,,,,,,,,,
594,Fedor Svechkov,N,C,164,NSH,22,$0.9,221.9,3.2,-290.9,-43.6,—,N/A,, ,70,14.2,12,15,28,95,2,5,0,0,36,59,-5,23,2,181,313,37%,,,,,,,,,,
511,Filip Chytil,N,C,118,VAN,26,$4.4,295.8,4.4,-216.9,-32.5,—,N/A,, ,67,16.0,17,22,39,165,2,8,0,0,22,35,1,26,3,301,388,44%,,,,,,,,,,
26,Filip Forsberg,N,LW,6,NSH,31,$8.5,625.8,7.9,144.1,21.6,28.0,2.0,, ,79,18.7,33,41,73,275,9,24,0,0,47,134,-3,40,5,5,11,30%,,,,,,,,,,
110,Filip Gustavsson,N,G,10,MIN,27,$3.8,242.6,4.4,37.5,5.6,42.0,-68.0,, ,,,,,,,,,,,,,,,,,,,,55,29,19,6,4,"1,421",142,0.909,2.57
85,Filip Hronek,N,D,36,VAN,28,$7.3,379.0,5.0,56.2,8.4,142.0,57.0,, ,76,23.9,7,36,43,125,1,10,0,0,100,101,2,39,1,0,1,38%,,,,,,,,,,
402,Frank Nazar,N,C,76,CHI,22,$1.0,377.7,5.0,-135.0,-20.2,—,N/A,,+ +,76,17.8,24,29,53,158,3,10,1,2,52,53,-9,28,3,270,343,44%,,,,,,,,,,
219,Frank Vatrano,N,"C,LW",48,ANA,32,$4.6,439.9,5.4,-41.7,-6.3,157.0,-62.0,, ,82,16.4,21,20,42,216,4,7,1,1,66,147,-6,58,3,12,17,41%,,,,,,,,,,
622,Fraser Minten,N,C,185,BOS,21,$0.8,185.7,3.5,-327.0,-49.0,—,N/A,, ,53,13.6,9,9,17,66,0,1,1,1,27,91,-3,15,1,203,239,46%,,,,,,,,,,
617,Frederick Gaudreau,N,C,181,SEA,32,$2.1,191.4,2.4,-321.3,-48.2,—,N/A,, ,80,12.9,9,12,21,91,1,1,0,1,52,50,-7,12,1,410,427,49%,,,,,,,,,,
275,Frederik Andersen,N,G,36,CAR,35,$2.8,131.9,4.4,-73.2,-11.0,190.0,-85.0,, ,,,,,,,,,,,,,,,,,,,,30,17,9,3,2,778,81,0.905,2.71
409,Gabriel Landeskog,N,LW,92,COL,33,$7.0,342.7,5.5,-138.9,-20.8,—,N/A,,+,62,17.0,17,21,38,141,5,11,0,1,35,84,5,55,3,0,0,0%,,,,,,,,,,
517,Gabriel Perreault,N,RW,131,NYR,19,$0.9,279.0,4.1,-219.1,-32.8,—,N/A,, ,68,14.0,11,17,28,102,2,5,0,0,29,110,1,46,2,0,0,0%,,,,,,,,,,
249,Gabriel Vilardi,N,"C,RW",50,WPG,26,$7.5,441.6,6.0,-56.5,-8.5,159.0,-90.0,, ,73,18.2,30,32,62,151,11,22,0,0,48,31,5,22,5,72,79,48%,,,,,,,,,,
614,Gage Goncalves,N,C,176,T.B,25,$1.2,197.0,3.2,-315.7,-47.3,—,N/A,, ,62,12.2,9,13,21,65,1,2,0,0,23,71,5,18,1,3,3,49%,,,,,,,,,,
418,Garnet Hathaway,N,RW,84,PHI,34,$2.4,354.0,4.4,-144.1,-21.6,—,N/A,, ,80,11.9,8,10,18,93,0,0,1,2,67,269,-3,51,1,10,12,45%,,,,,,,,,,
97,Gustav Forsling,N,D,39,FLA,29,$5.8,371.8,4.6,49.0,7.3,134.0,37.0,, ,81,23.0,11,26,37,189,0,1,0,1,103,89,8,32,2,0,0,0%,,,,,,,,,,
494,Gustav Nyquist,N,"LW,RW",123,WPG,36,$3.3,275.1,3.5,-206.5,-31.0,—,N/A,, ,78,15.8,13,24,36,112,2,6,1,1,32,45,3,17,2,12,19,39%,,,,,,,,,,
217,Hampus Lindholm,N,D,92,BOS,32,$6.5,283.2,3.9,-39.6,-5.9,—,N/A,, ,72,22.1,6,24,30,118,1,6,0,0,102,63,-1,43,1,0,0,0%,,,,,,,,,,
625,Hendrix Lapierre,N,C,187,WSH,24,$0.9,181.3,2.8,-331.4,-49.7,—,N/A,, ,64,11.2,7,16,23,60,0,0,0,0,37,59,0,13,1,113,182,38%,,,,,,,,,,
370,Henri Jokiharju,N,D,166,BOS,26,$3.0,200.0,2.7,-122.9,-18.4,—,N/A,, ,75,17.8,4,14,17,79,0,0,0,0,84,74,-3,25,1,0,0,0%,,,,,,,,,,
306,Ian Cole,N,D,139,UTA,37,$2.8,231.9,2.9,-91.0,-13.6,—,N/A,, ,81,18.8,1,12,13,71,0,0,0,0,172,97,-1,60,0,0,0,0%,,,,,,,,,,
62,Igor Shesterkin,N,G,3,NYR,29,$11.5,286.9,4.8,81.8,12.3,34.0,-28.0,,+,,,,,,,,,,,,,,,,,,,,60,34,19,7,4,"1,676",162,0.912,2.69
326,Ilya Lyubushkin,N,D,150,DAL,31,$3.3,222.1,2.8,-100.8,-15.1,—,N/A,, ,79,17.3,1,12,13,55,0,0,0,0,137,108,4,39,0,0,0,0%,,,,,,,,,,
557,Ilya Mikheyev,N,RW,151,CHI,31,$4.8,241.6,3.1,-256.5,-38.4,—,N/A,, ,78,15.0,16,16,32,134,0,0,2,2,20,41,-6,14,2,2,12,17%,,,,,,,,,,
121,Ilya Sorokin,N,G,11,NYI,30,$8.3,236.5,4.3,31.5,4.7,51.0,-70.0,, ,,,,,,,,,,,,,,,,,,,,55,26,22,7,4,"1,466",145,0.910,2.65
485,Isaac Howard,N,LW,117,EDM,21,$1.0,282.1,3.9,-199.5,-29.9,—,N/A,, ,72,14.5,13,18,31,118,3,6,0,0,30,71,7,20,2,0,0,0%,,,,,,,,,,
631,Isac Lundestrom,N,C,192,CBJ,26,$1.3,156.3,2.1,-356.4,-53.4,—,N/A,, ,74,12.7,6,10,16,59,0,0,0,0,53,60,-2,11,1,362,418,46%,,,,,,,,,,
479,Isaiah George,N,D,190,NYI,22,$0.8,129.2,2.1,-193.7,-29.0,—,N/A,, ,62,14.1,2,8,10,47,0,0,0,0,61,54,-2,17,0,0,0,0%,,,,,,,,,,
319,Ivan Barbashev,,LW,68,VGK,30,$5.0,383.4,4.8,-98.3,-14.7,—,N/A,, ,80,15.7,19,27,46,120,1,3,0,0,38,126,7,29,3,23,35,39%,,,,,,,,,,
290,Ivan Demidov,N,RW,59,MTL,20,$0.9,415.5,5.5,-82.6,-12.4,—,N/A,,+,75,16.0,21,32,53,155,6,15,0,0,33,81,1,25,3,0,0,0%,,,,,,,,,,
633,Ivan Ivan,N,C,194,COL,23,$0.8,137.5,2.1,-375.2,-56.2,—,N/A,, ,65,9.5,6,6,12,52,1,2,0,0,20,59,4,14,1,84,125,40%,,,,,,,,,,
393,Ivan Prosvetov,N,G,62,CGY,26,$0.9,73.0,3.7,-132.0,-19.8,—,N/A,, ,,,,,,,,,,,,,,,,,,,,20,8,9,3,1,533,60,0.899,3.01
203,Ivan Provorov,N,D,84,CBJ,29,$8.5,290.8,3.5,-32.0,-4.8,—,N/A,, ,82,23.2,7,26,33,111,0,4,0,2,138,50,-3,29,1,0,0,0%,,,,,,,,,,
554,J.T. Compher,N,C,140,DET,30,$5.1,258.0,3.2,-254.7,-38.2,—,N/A,, ,80,15.9,12,22,34,102,3,7,1,1,60,43,-3,22,2,481,564,46%,,,,,,,,,,
24,J.T. Miller,N,"C,RW",4,NYR,33,$8.0,647.6,8.1,149.5,22.4,45.0,21.0,, ,80,18.9,27,50,77,172,7,24,1,3,56,183,3,55,5,673,516,57%,,,,,,,,,,
193,Jaccob Slavin,N,D,77,CAR,31,$6.3,298.6,3.7,-24.3,-3.6,—,N/A,, ,81,22.5,7,26,33,133,0,0,1,2,140,42,7,15,1,0,0,0%,,,,,,,,,,
611,Jack Drury,N,C,172,COL,26,$1.7,206.2,2.8,-306.5,-45.9,—,N/A,, ,75,12.2,7,12,19,92,0,1,0,0,47,55,5,26,1,387,302,56%,,,,,,,,,,
44,Jack Eichel,N,C,12,VGK,29,$10.0,610.1,7.9,97.4,14.6,14.0,-30.0,, ,77,20.9,31,56,87,259,7,28,1,2,60,33,8,17,5,558,667,46%,,,,,,,,,,
23,Jack Hughes,N,"C,LW",5,N.J,24,$8.0,637.4,8.5,155.8,23.3,27.0,4.0,,+,75,20.9,36,56,93,299,9,33,1,2,35,17,6,20,6,256,437,37%,,,,,,,,,,
308,Jack McBain,N,"C,LW",67,UTA,26,$4.3,389.7,4.9,-91.9,-13.8,—,N/A,, ,80,14.0,12,17,29,89,0,1,0,0,50,262,0,57,2,263,298,47%,,,,,,,,,,
515,Jack Quinn,N,RW,130,BUF,24,$3.4,279.7,3.9,-218.4,-32.7,—,N/A,, ,72,13.9,15,21,37,113,2,7,0,0,25,51,0,19,2,3,9,23%,,,,,,,,,,
491,Jackson Blake,N,RW,117,CAR,22,$5.1,294.1,3.7,-204.0,-30.6,—,N/A,, ,81,14.0,17,20,37,137,4,7,0,0,33,36,7,30,3,15,15,49%,,,,,,,,,,
71,Jackson Lacombe,N,D,29,ANA,25,$0.9,393.4,5.0,70.6,10.6,109.0,38.0,,+,78,23.6,12,33,45,142,2,12,0,1,143,73,-4,35,2,0,1,0%,,,,,,,,,,
363,Jacob Bernard-Docker,N,D,162,DET,25,$0.9,203.2,3.0,-119.6,-17.9,—,N/A,, ,67,18.0,4,12,16,67,0,0,0,1,121,70,-1,31,1,0,0,0%,,,,,,,,,,
145,Jacob Markstrom,N,G,21,N.J,35,$4.1,217.0,4.3,12.0,1.8,97.0,-48.0,, ,,,,,,,,,,,,,,,,,,,,50,28,17,6,3,"1,308",137,0.905,2.75
189,Jacob Middleton,N,D,75,MIN,30,$4.0,300.7,3.8,-22.1,-3.3,—,N/A,, ,79,20.7,6,16,23,99,0,0,0,1,164,117,0,55,1,0,0,0%,,,,,,,,,,
153,Jacob Trouba,N,D,59,ANA,32,$8.0,326.1,4.1,3.3,0.5,—,N/A,, ,79,19.5,3,16,19,121,0,0,0,0,185,157,-6,55,0,0,0,0%,,,,,,,,,,
421,Jaden Schwartz,N,"C,LW",94,SEA,33,$5.5,334.9,4.3,-146.7,-22.0,—,N/A,, ,78,17.1,20,21,41,174,5,8,0,0,38,48,-6,27,3,48,45,51%,,,,,,,,,,
285,Jake Allen,N,G,38,N.J,35,$1.8,124.3,4.1,-80.7,-12.1,—,N/A,, ,,,,,,,,,,,,,,,,,,,,30,16,10,3,2,781,86,0.901,2.85
460,Jake Bean,N,D,188,CGY,27,$1.8,142.8,2.0,-180.0,-27.0,—,N/A,, ,71,15.2,3,9,12,73,0,0,0,0,70,40,-4,21,0,0,0,0%,,,,,,,,,,
482,Jake Christiansen,N,D,191,CBJ,26,$1.0,126.3,2.0,-196.5,-29.5,—,N/A,, ,64,12.3,1,7,9,51,0,0,0,0,60,56,-1,14,0,0,0,0%,,,,,,,,,,
250,Jake Debrusk,N,"LW,RW",54,VAN,29,$5.5,424.7,5.3,-56.9,-8.5,178.0,-72.0,, ,80,16.6,25,22,47,178,9,16,0,0,45,96,1,21,4,9,18,33%,,,,,,,,,,
538,Jake Evans,N,C,134,MTL,29,$2.9,269.3,3.4,-243.4,-36.5,—,N/A,, ,79,14.9,9,20,29,79,0,0,2,3,56,102,-1,22,1,540,490,52%,,,,,,,,,,
67,Jake Guentzel,N,LW,20,T.B,31,$9.0,555.7,7.1,74.0,11.1,29.0,-38.0,, ,79,20.0,35,41,77,228,11,23,1,1,47,42,9,32,6,115,166,41%,,,,,,,,,,
142,Jake McCabe,N,D,54,TOR,32,$4.4,336.9,4.4,14.1,2.1,—,N/A,, ,77,21.3,4,22,26,89,0,0,0,1,150,156,6,49,1,0,0,0%,,,,,,,,,,
334,Jake Neighbours,N,"LW,RW",71,STL,23,$3.8,377.8,4.9,-103.9,-15.6,—,N/A,, ,77,14.8,21,19,40,113,5,11,0,0,48,134,0,37,3,7,12,37%,,,,,,,,,,
70,Jake Oettinger,N,G,4,DAL,26,$8.3,277.5,4.6,72.4,10.9,17.0,-53.0,, ,,,,,,,,,,,,,,,,,,,,60,35,18,6,4,"1,582",158,0.909,2.63
22,Jake Sanderson,N,D,13,OTT,23,$8.1,480.3,5.9,157.5,23.6,71.0,49.0,,+,81,25.2,11,44,55,194,4,23,0,2,163,53,1,23,2,0,0,34%,,,,,,,,,,
147,Jake Walman,N,D,56,EDM,30,$3.4,332.8,4.5,10.0,1.5,128.0,-19.0,, ,75,20.7,10,20,30,154,0,3,0,0,153,69,7,44,2,0,0,0%,,,,,,,,,,
46,Jakob Chychrun,N,D,19,WSH,27,$9.0,417.9,5.5,95.0,14.2,64.0,18.0,, ,77,21.5,15,30,45,185,6,16,0,0,109,71,1,47,2,0,0,0%,,,,,,,,,,
605,Jakob Pelletier,N,"LW,RW",162,T.B,25,$0.8,183.0,3.0,-298.7,-44.8,—,N/A,, ,61,10.9,8,12,20,65,0,0,0,0,26,64,5,13,1,14,22,38%,,,,,,,,,,
368,Jakub Dobes,N,G,57,MTL,24,$1.0,82.7,4.1,-122.3,-18.3,—,N/A,, ,,,,,,,,,,,,,,,,,,,,20,10,8,3,1,543,58,0.903,2.92
259,Jalen Chatfield,N,D,117,CAR,29,$3.0,261.7,3.3,-61.1,-9.2,—,N/A,, ,80,19.5,8,15,23,119,0,0,0,1,87,79,7,42,1,0,0,0%,,,,,,,,,,
543,James Van Riemsdyk,N,LW,144,DET,36,$1.0,236.2,3.1,-245.5,-36.8,—,N/A,, ,76,12.5,12,20,32,104,1,3,0,0,22,43,-1,24,2,8,12,41%,,,,,,,,,,
