RK,NAME,KEEP?,POS,,TEAM,AGE,SALARY,FP,/GP,VORP,/$,ADP,DIFF.,,ADJ,GP,TOI,G,A,PTS,SOG,PPG,PPP,SHG,SHP,BLK,HIT,+/-,PIM,GWG,FOW,FOL,FO%,,GP,W,L,OTL,SO,SV,GA,SV%,GAA
19,Andrei Vasilevskiy,,G,1,T.B,32,$9.5,141.6,2.6,47.7,29.7,11.9,-7.1,, ,,,,,,,,,,,,,,,,,,,,55,34,16,5,4,"1,469",142,0.912,2.59
20,Jack Hughes,Y,"C,LW",5,N.J,25,$8.0,186.7,2.5,45.9,28.5,18.8,-1.2,,+,76,21.7,36,63,99,299,8,33,1,1,38,13,3,21,5,203,351,37%,,,,,,,,,,
21,Moritz Seider,N,D,8,DET,25,$8.6,182.2,2.2,43.5,27.0,55.9,34.9,, ,84,25.9,11,48,59,186,4,28,0,0,181,145,2,54,2,0,0,0%,,,,,,,,,,
22,Wyatt Johnston,Y,"C,RW",5,DAL,23,$8.4,184.2,2.2,43.5,27.0,18.6,-3.4,, ,84,19.9,43,46,89,226,20,36,0,0,53,56,5,32,7,426,436,49%,,,,,,,,,,
23,Martin Necas,Y,RW,6,COL,27,$11.5,181.8,2.2,41.1,25.5,14.8,-8.2,, ,82,21.2,36,60,96,231,10,28,0,0,30,84,10,34,7,23,36,39%,,,,,,,,,,
24,Nick Suzuki,Y,C,9,MTL,27,$7.9,181.2,2.2,40.5,25.1,12.1,-11.9,, ,84,20.8,31,64,95,190,9,36,1,1,64,64,7,24,5,742,704,51%,,,,,,,,,,
25,Adam Fox,Y,D,9,NYR,28,$9.5,175.8,2.3,37.1,23.1,58.0,33.0,, ,77,23.8,13,59,72,136,5,30,0,1,110,47,4,36,2,0,0,0%,,,,,,,,,,
26,Connor Hellebuyck,,G,2,WPG,33,$8.5,128.5,2.1,34.7,21.5,26.6,0.6,, ,,,,,,,,,,,,,,,,,,,,60,31,21,7,4,"1,579",156,0.910,2.61
27,Kyle Connor,Y,LW,6,WPG,29,$12.0,174.1,2.1,33.4,20.8,29.0,2.0,, ,82,21.5,39,52,91,276,7,23,1,1,29,35,1,22,7,0,3,10%,,,,,,,,,,
28,William Nylander,Y,"C,RW",7,TOR,30,$11.5,172.1,2.1,31.3,19.5,42.8,14.8,, ,81,20.1,39,53,92,236,10,29,0,0,32,22,2,26,5,52,63,45%,,,,,,,,,,
29,Dylan Guenther,Y,"LW,RW",8,UTA,23,$7.1,171.4,2.1,30.7,19.1,39.6,10.6,,+ +,81,17.8,40,42,82,255,12,31,0,0,36,71,3,31,6,22,39,36%,,,,,,,,,,
30,Mikko Rantanen,Y,"LW,RW",9,DAL,29,$12.0,171.3,2.1,30.6,19.0,24.9,-5.1,, ,81,20.3,31,60,91,198,10,36,0,0,40,55,6,58,5,98,97,50%,,,,,,,,,,
31,Logan Thompson,,G,3,WSH,29,$5.9,124.1,2.3,30.2,18.8,28.6,-2.4,, ,,,,,,,,,,,,,,,,,,,,55,32,17,6,4,"1,459",146,0.909,2.66
32,Cutter Gauthier,Y,"C,LW,RW",10,ANA,22,$0.0,169.0,2.1,28.3,17.6,33.6,1.6,, ,82,18.8,41,37,78,312,12,24,0,0,35,79,-2,32,6,96,123,44%,,,,,,,,,,
33,Tage Thompson,Y,"C,RW",11,BUF,28,$7.1,168.7,2.1,28.0,17.4,29.7,-3.3,, ,82,19.1,40,38,79,273,8,23,0,0,44,81,2,35,6,384,489,44%,,,,,,,,,,
34,Sam Reinhart,Y,RW,12,FLA,30,$8.6,168.1,2.1,27.3,17.0,43.1,9.1,, ,80,20.2,38,39,77,204,14,28,3,4,52,81,5,23,6,118,171,41%,,,,,,,,,,
35,Cole Caufield,Y,"LW,RW",13,MTL,25,$7.9,168.0,2.0,27.3,17.0,18.6,-16.4,, ,84,18.2,42,38,80,267,11,26,0,0,26,57,6,19,7,7,11,38%,,,,,,,,,,
36,Jake Sanderson,Y,D,10,OTT,24,$8.1,165.7,2.1,27.1,16.8,63.7,27.7,, ,81,24.6,14,44,58,179,5,23,0,1,155,49,3,20,2,0,0,25%,,,,,,,,,,
37,Filip Forsberg,Y,LW,11,NSH,32,$8.5,165.6,2.0,24.8,15.4,56.1,19.1,, ,84,18.9,36,40,76,271,10,25,0,0,40,128,-2,40,5,10,20,33%,,,,,,,,,,
38,Jakob Chychrun,N,D,11,WSH,28,$9.0,163.4,2.0,24.8,15.4,54.7,16.7,, ,83,23.2,21,33,55,218,7,19,0,0,118,63,6,58,3,0,0,0%,,,,,,,,,,
39,Leo Carlsson,Y,C,13,ANA,21,$18.0,164.8,2.1,24.1,14.9,43.3,4.3,,+ +,78,21.7,37,49,86,233,7,22,2,4,42,27,-2,29,5,485,688,41%,,,,,,,,,,
40,Darren Raddysh,Y,D,12,TOR,30,$8.5,162.4,2.0,23.8,14.8,50.4,10.4,, ,81,23.3,15,46,60,199,7,23,0,0,96,76,3,41,2,0,0,0%,,,,,,,,,,
41,Aleksander Barkov,Y,C,14,FLA,30,$10.0,164.4,2.1,23.7,14.7,52.4,11.4,, ,79,20.5,25,57,82,200,8,31,1,3,58,98,6,28,4,704,534,57%,,,,,,,,,,
42,Matthew Tkachuk,Y,"LW,RW",14,FLA,28,$9.5,162.8,2.1,22.0,13.7,33.3,-8.7,, ,77,18.8,29,53,83,237,10,31,0,0,23,96,5,64,5,6,14,29%,,,,,,,,,,
43,Jake Guentzel,Y,"LW,RW",15,T.B,31,$9.0,161.8,2.0,21.1,13.1,33.7,-9.3,, ,82,19.0,35,46,80,219,10,29,0,0,39,41,10,32,6,154,208,43%,,,,,,,,,,
44,Sidney Crosby,Y,C,15,PIT,39,$8.7,161.8,2.0,21.0,13.1,52.6,8.6,, ,81,19.4,33,52,85,214,11,26,0,0,37,70,1,37,5,973,743,57%,,,,,,,,,,
45,Brandon Hagel,Y,"LW,RW",16,T.B,28,$6.5,161.4,2.0,20.7,12.9,37.2,-7.8,, ,82,20.0,34,47,81,229,3,12,1,3,49,55,12,56,6,25,39,39%,,,,,,,,,,
46,Jake Oettinger,,G,4,DAL,27,$8.3,114.5,2.1,20.6,12.8,24.6,-21.4,, ,,,,,,,,,,,,,,,,,,,,55,32,17,6,4,"1,395",146,0.906,2.65
47,Alex DeBrincat,Y,"LW,RW",17,DET,28,$7.9,161.3,1.9,20.6,12.8,42.1,-4.9,, ,84,18.4,37,40,78,273,13,24,0,0,40,44,1,29,6,21,30,41%,,,,,,,,,,
48,Jackson LaCombe,N,D,13,ANA,25,$9.0,158.7,1.9,20.1,12.5,79.5,31.5,,+,82,24.9,13,45,58,163,4,20,0,1,137,79,-3,31,2,0,0,0%,,,,,,,,,,
49,Mark Scheifele,Y,C,16,WPG,33,$8.5,160.8,1.9,20.1,12.5,35.2,-13.8,,-,83,21.5,33,55,88,180,8,21,0,0,51,49,2,42,6,636,690,48%,,,,,,,,,,
50,Jet Greaves,,G,5,CBJ,25,$5.0,113.3,2.1,19.4,12.1,123.9,73.9,, ,,,,,,,,,,,,,,,,,,,,55,29,19,6,4,"1,471",149,0.908,2.70
51,Tim Stützle,Y,"C,LW",16,OTT,24,$8.4,160.0,1.9,19.3,12.0,47.2,-3.8,, ,83,20.0,29,50,79,194,6,28,1,1,46,122,3,38,5,298,303,50%,,,,,,,,,,
52,Mitch Marner,Y,"C,LW,RW",18,VGK,29,$12.0,159.6,1.9,18.8,11.7,44.6,-7.4,, ,82,19.9,26,63,89,174,7,30,0,1,45,38,7,23,5,88,188,32%,,,,,,,,,,
53,Sebastian Aho,Y,C,19,CAR,29,$9.8,158.2,1.9,17.4,10.8,81.4,28.4,, ,83,19.5,30,50,80,208,7,25,2,5,28,65,8,40,5,642,569,53%,,,,,,,,,,
54,Josh Morrissey,Y,D,14,WPG,31,$6.3,155.9,1.9,17.2,10.7,86.6,32.6,, ,83,24.6,11,48,59,166,2,19,0,0,123,49,5,35,2,0,0,0%,,,,,,,,,,
55,Mika Zibanejad,Y,"C,RW",19,NYR,33,$8.5,157.8,1.9,17.0,10.6,91.9,36.9,, ,84,21.0,29,46,75,224,12,30,1,3,52,87,-1,23,5,596,562,52%,,,,,,,,,,
56,Clayton Keller,Y,"LW,RW",20,UTA,28,$7.2,157.8,1.9,17.0,10.6,45.1,-10.9,, ,83,19.1,29,57,86,229,6,30,0,0,33,15,3,35,5,15,24,38%,,,,,,,,,,
57,Logan Cooley,Y,C,21,UTA,22,$10.0,156.1,2.0,15.3,9.5,118.2,61.2,,+ +,78,19.2,35,43,79,183,11,25,1,1,39,77,2,40,6,397,531,43%,,,,,,,,,,
58,Lucas Raymond,Y,RW,21,DET,24,$8.1,156.0,1.9,15.3,9.5,69.5,11.5,,+,84,18.8,30,55,85,191,8,32,0,0,33,50,-2,26,5,2,2,55%,,,,,,,,,,
59,Adrian Kempe,Y,RW,22,L.A,29,$10.6,155.9,1.9,15.2,9.4,52.7,-6.3,, ,83,19.2,34,41,75,239,6,17,0,1,39,116,1,51,5,42,73,37%,,,,,,,,,,
60,Igor Shesterkin,,G,6,NYR,30,$11.5,109.0,2.0,15.1,9.4,39.6,-20.4,, ,,,,,,,,,,,,,,,,,,,,55,28,20,7,4,"1,475",149,0.908,2.70
61,Roman Josi,Y,D,15,NSH,36,$9.1,153.7,2.0,15.1,9.4,79.9,18.9,, ,78,24.9,12,44,56,203,4,23,0,0,121,41,-3,37,2,0,0,0%,,,,,,,,,,
62,Nico Hischier,Y,C,22,N.J,27,$7.3,155.6,1.9,14.8,9.2,131.2,69.2,, ,82,21.1,32,41,74,217,12,26,0,1,62,56,2,27,5,"1,033",816,56%,,,,,,,,,,
63,Artemi Panarin,y,LW,19,L.A,34,$11.0,155.2,1.9,14.5,9.0,49.7,-13.3,,- -,83,21.2,31,54,85,246,7,27,0,0,19,19,2,25,5,1,1,44%,,,,,,,,,,
64,Brady Tkachuk,Y,"C,LW",20,FLA,26,$8.2,154.4,2.0,13.7,8.5,24.0,-40.0,, ,79,17.5,28,35,63,285,7,17,0,0,32,218,6,74,5,209,179,54%,,,,,,,,,,
65,Charlie McAvoy,Y,D,16,BOS,28,$9.5,151.0,2.0,12.3,7.7,99.6,34.6,, ,77,25.7,11,43,54,139,2,18,0,0,143,98,-1,69,1,0,0,0%,,,,,,,,,,
66,Kirill Marchenko,Y,RW,23,CBJ,26,$3.9,151.8,1.8,11.1,6.9,60.4,-5.6,, ,82,19.2,31,43,74,234,7,25,0,0,43,63,4,29,5,10,16,40%,,,,,,,,,,
67,Juraj Slafkovsky,Y,"LW,RW",24,MTL,22,$7.6,151.7,1.8,10.9,6.8,52.7,-14.3,, ,84,18.7,27,42,70,180,12,24,0,0,73,131,4,48,5,18,33,35%,,,,,,,,,,
68,Adam Fantilli,Y,C,24,CBJ,21,$0.0,151.1,1.9,10.3,6.4,93.9,25.9,,+,81,19.6,32,38,70,231,6,17,0,0,51,123,0,33,5,507,601,46%,,,,,,,,,,
69,Shea Theodore,Y,D,17,VGK,31,$7.4,148.8,1.9,10.2,6.3,100.7,31.7,, ,76,24.6,9,51,60,154,3,22,0,0,101,16,7,30,2,0,0,0%,,,,,,,,,,
70,Jesper Bratt,Y,"LW,RW",25,N.J,28,$7.9,149.9,1.8,9.1,5.7,75.0,5.0,, ,84,19.0,24,57,80,197,6,27,1,1,32,82,2,19,4,2,9,20%,,,,,,,,,,
71,Brandt Clarke,N,D,18,L.A,23,$7.4,147.3,1.8,8.6,5.4,104.6,33.6,,+,82,21.1,10,39,49,178,2,16,0,0,172,44,3,56,2,0,0,0%,,,,,,,,,,
72,Miro Heiskanen,Y,D,19,DAL,27,$8.5,147.2,1.9,8.5,5.3,72.6,0.6,, ,78,25.2,9,45,54,153,2,20,1,1,133,38,7,30,2,0,0,0%,,,,,,,,,,
73,Scott Wedgewood,,G,7,COL,34,$2.5,102.3,2.3,8.4,5.2,52.4,-20.6,, ,,,,,,,,,,,,,,,,,,,,45,27,14,5,3,"1,182",120,0.908,2.66
74,Dylan Larkin,Y,C,25,DET,30,$8.7,148.9,1.8,8.2,5.1,93.3,19.3,, ,81,20.3,33,38,71,243,13,26,1,1,38,52,-2,40,5,880,747,54%,,,,,,,,,,
75,Dylan Holloway,Y,"C,LW",23,STL,24,$7.8,148.7,2.0,8.0,5.0,105.6,30.6,, ,75,18.7,29,40,70,207,7,16,0,0,50,152,2,26,4,41,43,49%,,,,,,,,,,
76,Bo Horvat,Y,C,27,NYI,31,$8.5,148.3,1.8,7.5,4.7,126.1,50.1,, ,81,22.0,33,34,67,273,7,15,2,2,48,76,-2,32,5,868,673,56%,,,,,,,,,,
77,Mikhail Sergachev,Y,D,20,UTA,28,$8.5,146.2,1.9,7.5,4.7,93.0,16.0,, ,78,24.1,11,42,53,145,4,23,0,1,129,53,0,41,2,0,0,0%,,,,,,,,,,
78,Tom Wilson,Y,RW,26,WSH,32,$6.5,147.0,1.8,6.3,3.9,126.1,48.1,, ,81,19.3,29,32,61,176,8,14,2,3,63,199,6,83,4,15,27,36%,,,,,,,,,,
79,John Carlson,N,D,21,T.B,36,$8.5,144.8,1.8,6.1,3.8,85.1,6.1,,+,82,22.2,8,47,54,165,2,18,0,0,116,48,9,32,1,0,1,0%,,,,,,,,,,
80,Noah Dobson,Y,D,22,MTL,26,$9.5,143.8,1.8,5.2,3.2,96.3,16.3,, ,82,23.1,11,37,47,171,1,8,0,1,174,67,3,37,2,0,0,0%,,,,,,,,,,
81,Andrei Svechnikov,Y,"LW,RW",27,CAR,26,$7.8,145.1,1.8,4.3,2.7,118.9,37.9,, ,80,17.5,28,39,67,205,10,25,0,0,22,151,6,63,5,7,12,39%,,,,,,,,,,
82,Nikolaj Ehlers,Y,LW,25,CAR,30,$8.5,144.7,1.8,3.9,2.4,120.3,38.3,, ,82,17.2,28,46,73,220,8,26,0,0,31,36,9,24,5,9,20,31%,,,,,,,,,,
83,Brayden Point,Y,C,28,T.B,30,$9.5,144.2,1.8,3.5,2.2,84.1,1.1,,+,80,18.2,33,41,73,183,12,24,0,0,35,23,9,17,6,366,417,47%,,,,,,,,,,
84,Roope Hintz,Y,C,29,DAL,29,$8.5,143.9,1.8,3.2,2.0,116.2,32.2,, ,78,18.2,28,42,70,192,9,26,0,1,37,76,8,30,5,555,432,56%,,,,,,,,,,
85,Bryan Rust,Y,RW,28,PIT,34,$5.1,143.9,1.8,3.2,2.0,123.6,38.6,, ,79,20.0,30,37,67,207,7,22,1,1,70,51,0,28,4,5,11,30%,,,,,,,,,,
86,Thomas Harley,N,D,23,DAL,25,$10.9,141.6,1.7,2.9,1.8,115.0,29.0,,+,81,22.7,13,37,49,152,1,11,0,0,143,47,7,26,2,0,0,0%,,,,,,,,,,
87,Alex Tuch,N,"LW,RW",29,WSH,30,$10.5,143.2,1.7,2.4,1.5,101.3,14.3,, ,83,18.9,30,32,61,196,3,7,3,4,96,83,6,46,4,50,66,43%,,,,,,,,,,
88,J.T. Miller,Y,"C,LW,RW",30,NYR,33,$8.0,142.9,1.8,2.1,1.3,112.2,24.2,, ,80,19.9,23,46,69,170,6,22,0,2,47,154,0,50,4,676,469,59%,,,,,,,,,,
89,Morgan Geekie,Y,"C,LW,RW",31,BOS,28,$5.5,141.9,1.7,1.2,0.7,118.6,29.6,, ,83,17.5,35,31,66,181,10,22,0,0,36,113,-1,28,5,128,152,46%,,,,,,,,,,
90,Pavel Dorofeyev,Y,"LW,RW",32,NYR,25,$11.0,141.8,1.8,1.0,0.6,70.6,-19.4,, ,81,17.6,37,27,64,233,18,28,0,0,32,34,2,29,6,1,3,13%,,,,,,,,,,
91,Zach Hyman,Y,"LW,RW",33,EDM,34,$5.5,141.7,1.8,1.0,0.6,99.0,8.0,, ,78,19.9,37,25,62,230,12,20,0,0,28,70,10,40,6,1,3,27%,,,,,,,,,,
92,Matthew Knies,Y,"LW,RW",34,TOR,23,$7.8,141.6,1.7,0.9,0.6,119.0,27.0,, ,83,19.0,28,41,69,162,6,18,1,1,37,161,-1,42,4,0,5,7%,,,,,,,,,,
93,Robert Thomas,Y,C,32,STL,27,$8.1,141.6,1.8,0.9,0.5,74.0,-19.0,, ,79,19.1,27,53,80,145,5,21,1,2,47,22,2,30,4,714,629,53%,,,,,,,,,,
94,Connor Bedard,Y,"C,RW",35,CHI,21,$15.0,140.7,2.1,0.0,0.0,62.5,-31.5,,+ +,66,20.9,29,48,76,216,9,27,0,0,28,35,-10,40,4,257,355,42%,,,,,,,,,,
94,Erik Karlsson,N,D,24,PIT,36,$10.0,138.7,1.7,0.0,0.0,75.1,-18.9,, ,83,23.9,9,44,53,181,2,20,0,0,92,38,1,32,1,0,0,0%,,,,,,,,,,
94,Ilya Sorokin,,G,8,NYI,31,$8.3,93.9,1.7,0.0,0.0,35.6,-58.4,, ,,,,,,,,,,,,,,,,,,,,55,25,23,8,3,"1,560",159,0.908,2.89
97,Bowen Byram,N,D,25,CHI,25,$6.3,138.5,1.7,-0.1,-0.1,112.0,15.0,,+,83,25.5,13,41,54,137,2,14,0,1,115,66,-8,50,2,0,0,0%,,,,,,,,,,
98,Jesper Wallstedt,,G,9,MIN,23,$2.2,93.6,2.1,-0.3,-0.2,58.3,-39.7,,+,,,,,,,,,,,,,,,,,,,,45,26,14,5,3,"1,167",120,0.907,2.67
99,Will Smith,Y,"LW,RW",36,S.J,21,$1.0,140.1,1.8,-0.6,-0.4,63.4,-35.6,,+ +,80,19.1,31,45,76,205,9,23,0,0,20,26,-2,25,4,28,58,32%,,,,,,,,,,
100,Steven Stamkos,N,"C,RW",37,NSH,36,$8.0,140.1,1.7,-0.6,-0.4,125.8,25.8,, ,84,17.8,35,27,63,210,14,25,0,0,40,83,-3,44,5,336,282,54%,,,,,,,,,,
101,Alexis Lafrenière,Y,"LW,RW",38,NYR,24,$7.5,140.0,1.7,-0.8,-0.5,141.7,40.7,,+,84,18.6,29,39,68,199,11,21,0,0,38,93,1,29,5,13,33,27%,,,,,,,,,,
102,Rickard Rakell,N,"C,LW,RW",39,PIT,33,$5.0,138.8,1.8,-2.0,-1.2,133.4,31.4,, ,79,19.1,29,32,61,209,8,18,1,2,61,97,1,20,4,75,135,36%,,,,,,,,,,
103,Drake Batherson,Y,"LW,RW",40,OTT,28,$5.0,138.0,1.7,-2.7,-1.7,81.1,-21.9,, ,83,16.7,28,38,66,172,11,27,0,0,26,122,2,31,5,17,17,51%,,,,,,,,,,
104,Beckett Sennecke,Y,RW,41,ANA,20,$1.0,137.9,1.7,-2.9,-1.8,103.0,-1.0,,+,83,17.9,27,44,71,212,3,18,0,0,27,96,-3,55,4,3,2,60%,,,,,,,,,,
105,Mark Stone,Y,RW,42,VGK,34,$9.5,137.5,2.0,-3.3,-2.0,106.1,1.1,, ,68,19.5,24,47,71,147,8,27,1,2,49,39,6,19,5,3,11,24%,,,,,,,,,,
106,Linus Ullmark,,G,10,OTT,33,$8.3,90.3,1.8,-3.6,-2.2,132.5,26.5,, ,,,,,,,,,,,,,,,,,,,,50,27,17,6,3,"1,222",131,0.903,2.63
107,Tomas Hertl,Y,"C,LW",36,VGK,32,$6.8,137.2,1.7,-3.6,-2.2,145.3,38.3,, ,80,17.2,28,33,60,194,14,26,0,0,47,104,3,26,5,689,515,57%,,,,,,,,,,
108,Brock Faber,N,D,26,MIN,24,$8.5,134.6,1.6,-4.1,-2.5,83.5,-24.5,, ,83,24.9,13,32,45,161,1,8,1,1,147,43,3,32,2,0,0,0%,,,,,,,,,,
109,Travis Konecny,Y,"LW,RW",43,PHI,29,$8.8,136.6,1.7,-4.1,-2.6,132.2,23.2,, ,83,18.8,26,43,69,190,4,15,1,1,38,101,1,47,4,26,42,39%,,,,,,,,,,
110,Joel Eriksson Ek,Y,C,37,MIN,29,$5.3,136.0,1.8,-4.8,-3.0,141.8,31.8,,+,76,20.1,24,35,59,233,9,19,0,0,45,122,5,40,4,770,810,49%,,,,,,,,,,
111,John Gibson,,G,11,DET,33,$6.4,88.6,1.6,-5.3,-3.3,138.3,27.3,, ,,,,,,,,,,,,,,,,,,,,55,27,21,7,3,"1,461",155,0.904,2.82
112,Dylan Cozens,Y,C,38,OTT,25,$7.1,135.3,1.6,-5.5,-3.4,135.9,23.9,, ,84,16.9,24,33,57,202,9,22,0,0,32,195,3,43,4,469,460,50%,,,,,,,,,,
113,Shayne Gostisbehere,N,D,28,CAR,33,$3.2,133.1,1.7,-5.6,-3.5,97.2,-15.8,, ,77,19.2,9,40,49,139,4,23,0,0,89,55,7,28,2,0,0,0%,,,,,,,,,,
114,Jakub Dobes,,G,12,MTL,25,$1.0,88.1,1.8,-5.8,-3.6,81.1,-32.9,, ,,,,,,,,,,,,,,,,,,,,50,28,17,6,3,"1,304",140,0.903,2.81
115,Nick Schmaltz,Y,"C,RW",44,UTA,30,$8.0,134.6,1.6,-6.2,-3.8,102.0,-13.0,,+,84,18.9,27,41,67,194,9,20,2,2,50,26,3,23,4,368,435,46%,,,,,,,,,,
116,Ivan Demidov,Y,RW,45,MTL,20,$0.9,134.4,1.6,-6.3,-3.9,84.8,-31.2,,+,83,17.3,25,50,74,154,9,25,0,0,31,42,3,36,4,0,0,0%,,,,,,,,,,
117,Elias Pettersson,Y,C,40,VAN,27,$11.6,134.2,1.7,-6.5,-4.1,141.2,24.2,,-,80,20.3,21,41,62,161,7,23,1,2,109,81,-9,23,3,682,727,48%,,,,,,,,,,
118,Jeremy Swayman,,G,13,BOS,27,$8.3,86.6,1.6,-7.3,-4.5,64.9,-53.1,, ,,,,,,,,,,,,,,,,,,,,55,27,21,7,3,"1,476",158,0.904,2.86
119,Karel Vejmelka,,G,14,UTA,30,$4.8,86.4,1.6,-7.5,-4.7,69.2,-49.8,, ,,,,,,,,,,,,,,,,,,,,55,29,20,7,3,"1,430",156,0.902,2.84
120,Quinton Byfield,N,C,41,L.A,24,$6.3,132.3,1.6,-8.4,-5.2,132.6,12.6,, ,83,20.7,28,36,63,202,6,16,0,1,43,73,1,48,4,476,580,45%,,,,,,,,,,
121,Filip Hronek,N,D,29,VAN,28,$7.3,130.1,1.6,-8.5,-5.3,138.5,17.5,, ,81,25.2,7,41,48,136,2,15,0,0,108,118,-8,39,1,0,0,28%,,,,,,,,,,
122,John Tavares,Y,C,42,TOR,35,$4.4,131.7,1.6,-9.1,-5.6,128.5,6.5,, ,83,17.7,29,36,65,201,8,14,0,0,33,82,2,35,4,803,576,58%,,,,,,,,,,
123,Timo Meier,Y,"LW,RW",46,N.J,29,$8.8,131.5,1.6,-9.3,-5.8,96.8,-26.2,, ,82,17.6,27,26,53,257,9,15,0,0,53,123,0,32,4,44,63,41%,,,,,,,,,,
124,Cole Hutson,Y,D,30,WSH,20,$0.9,128.7,1.7,-9.9,-6.2,90.0,-34.0,, ,74,19.1,11,36,47,113,2,24,0,0,76,89,3,38,2,0,0,0%,,,,,,,,,,
125,Dylan Strome,Y,C,43,WSH,29,$5.0,130.4,1.6,-10.3,-6.4,144.9,19.9,, ,84,17.9,24,44,68,157,7,25,0,0,55,22,4,34,4,762,615,55%,,,,,,,,,,
126,Jimmy Snuggerud,Y,RW,47,STL,22,$1.0,129.7,1.6,-11.1,-6.9,136.9,10.9,, ,79,17.7,26,38,64,202,8,15,0,0,45,80,0,25,4,4,10,31%,,,,,,,,,,
127,MacKenzie Weegar,N,D,31,UTA,32,$6.3,127.5,1.5,-11.2,-7.0,110.3,-16.7,, ,83,22.5,6,26,33,153,1,8,0,1,180,170,-1,49,1,0,0,0%,,,,,,,,,,
128,Luke Hughes,Y,D,32,N.J,22,$9.0,127.2,1.6,-11.5,-7.1,135.2,7.2,,+ +,80,23.2,9,41,50,170,2,17,0,0,78,31,0,33,1,0,0,0%,,,,,,,,,,
