RK,NAME,KEEP?,POS,,TEAM,AGE,SALARY,FP,/GP,VORP,/$,ADP,DIFF.,,ADJ,GP,TOI,G,A,PTS,SOG,PPG,PPP,SHG,SHP,BLK,HIT,+/-,PIM,GWG,FOW,FOL,FO%,,GP,W,L,OTL,SO,SV,GA,SV%,GAA
129,Jordan Kyrou,N,RW,48,WSH,28,$8.1,129.0,1.6,-11.7,-7.3,144.5,15.5,,+ +,82,16.0,28,34,62,214,6,18,0,0,33,31,8,19,4,4,11,24%,,,,,,,,,,
130,Porter Martone,Y,RW,49,PHI,19,$1.0,128.8,1.7,-11.9,-7.4,69.1,-60.9,,- -,78,16.9,25,35,60,200,9,21,0,0,31,105,1,35,4,9,17,33%,,,,,,,,,,
131,Anton Frondell,Y,C,44,CHI,19,$1.0,128.7,1.6,-12.1,-7.5,140.4,9.4,,-,78,18.4,24,39,62,214,5,19,0,0,61,66,-6,33,3,218,503,30%,,,,,,,,,,
132,Juuse Saros,,G,15,NSH,31,$7.7,80.7,1.3,-13.2,-8.2,113.7,-18.3,, ,,,,,,,,,,,,,,,,,,,,60,27,24,8,3,"1,623",177,0.902,2.95
133,Ryan O'Reilly,Y,C,45,NSH,35,$4.5,127.4,1.5,-13.3,-8.3,144.4,11.4,, ,83,20.4,23,42,65,167,7,19,1,2,69,24,-1,26,3,792,646,55%,,,,,,,,,,
134,Brock Nelson,N,C,46,COL,34,$7.5,127.4,1.5,-13.3,-8.3,136.3,2.3,, ,84,18.8,27,30,57,193,6,13,1,2,58,42,10,31,5,661,666,50%,,,,,,,,,,
135,Gavin McKenna,N,LW,39,TOR,18,$1.1,127.2,1.6,-13.5,-8.4,93.6,-41.4,,- -,80,17.0,23,42,65,171,7,20,0,0,35,95,0,32,3,0,0,40%,,,,,,,,,,
136,Seth Jarvis,Y,"LW,RW",50,CAR,24,$7.4,127.2,2.1,-13.5,-8.4,125.6,-10.4,,+,60,19.4,28,31,58,180,6,17,2,4,30,72,5,18,5,43,66,40%,,,,,,,,,,
137,Zach Benson,Y,LW,41,BUF,21,$7.5,126.6,1.6,-14.2,-8.8,147.7,10.7,,+ + +,79,18.8,22,43,66,186,6,16,1,2,35,53,5,50,3,7,15,33%,,,,,,,,,,
138,Jacob Markstrom,,G,16,FLA,36,$6.0,79.4,1.5,-14.4,-9.0,72.5,-65.5,, ,,,,,,,,,,,,,,,,,,,,52,29,17,6,3,"1,274",145,0.898,2.78
139,Gabriel Vilardi,Y,"C,RW",51,WPG,27,$7.5,126.0,1.6,-14.7,-9.2,146.0,7.0,,-,79,18.8,29,35,64,152,12,23,0,0,40,24,2,24,5,49,59,45%,,,,,,,,,,
140,Mathew Barzal,Y,"C,RW",52,NYI,29,$9.2,125.7,1.6,-15.1,-9.4,144.1,4.1,, ,77,20.6,20,49,68,187,3,19,0,0,48,36,0,34,3,171,245,41%,,,,,,,,,,
141,Sergei Bobrovsky,,G,17,TOR,37,$7.0,78.6,1.5,-15.3,-9.5,90.6,-50.4,,+,,,,,,,,,,,,,,,,,,,,52,28,17,6,2,"1,353",151,0.900,2.90
142,Will Cuylle,N,"LW,RW",53,NYR,24,$3.9,125.3,1.5,-15.5,-9.6,—,N/A,, ,84,16.7,21,23,45,165,4,7,1,1,62,288,0,56,3,27,47,37%,,,,,,,,,,
143,Michael Misa,Y,C,49,S.J,19,$1.0,125.2,1.6,-15.5,-9.6,138.7,-4.3,,+ +,77,16.7,27,37,64,151,10,24,0,0,43,44,-2,28,4,361,428,46%,,,,,,,,,,
144,Dougie Hamilton,N,D,33,N.J,33,$9.0,123.0,1.7,-15.7,-9.7,108.3,-35.7,, ,74,22.6,9,30,40,198,4,15,0,0,94,87,1,48,1,0,0,0%,,,,,,,,,,
145,Vince Dunn,Y,D,34,SEA,29,$7.4,122.7,1.6,-15.9,-9.9,125.4,-19.6,, ,79,21.7,11,36,46,164,3,17,0,0,92,40,-7,50,1,0,0,0%,,,,,,,,,,
146,Seth Jones,N,D,35,FLA,31,$7.0,122.3,1.6,-16.4,-10.2,122.8,-23.2,, ,75,24.6,9,32,40,141,5,19,0,0,110,83,3,32,1,0,0,0%,,,,,,,,,,
147,Ryan Hartman,N,"C,RW",54,MIN,31,$4.0,124.2,1.5,-16.5,-10.3,—,N/A,, ,80,17.6,25,25,50,202,10,17,0,0,79,76,3,56,4,519,599,46%,,,,,,,,,,
148,Evgeni Malkin,Y,"C,LW,RW",55,PIT,40,$5.5,123.6,1.6,-17.2,-10.7,141.7,-6.3,, ,77,17.7,21,44,65,183,6,24,0,0,34,41,1,55,3,222,258,46%,,,,,,,,,,
149,Carter Hart,,G,18,VGK,28,$2.0,76.7,1.7,-17.2,-10.7,131.5,-17.5,, ,,,,,,,,,,,,,,,,,,,,45,26,14,5,3,"1,056",118,0.899,2.63
150,JJ Peterka,Y,"LW,RW",56,BOS,24,$7.7,123.2,1.5,-17.5,-10.9,139.4,-10.6,,+,83,17.7,30,34,64,194,6,14,0,0,24,31,0,28,4,6,18,24%,,,,,,,,,,
151,William Eklund,Y,"LW,RW",57,OTT,23,$5.6,122.7,1.5,-18.1,-11.2,142.1,-8.9,,+,82,18.0,19,42,62,176,6,20,0,0,49,67,1,29,3,20,41,33%,,,,,,,,,,
152,Dmitry Orlov,N,D,36,S.J,35,$6.5,120.1,1.4,-18.5,-11.5,—,N/A,, ,83,22.6,6,38,44,118,1,19,0,0,90,120,-3,43,1,0,0,0%,,,,,,,,,,
153,Owen Power,Y,D,37,BUF,23,$8.4,120.0,1.4,-18.6,-11.6,132.5,-20.5,,+,83,23.9,10,33,43,150,1,5,0,1,118,40,1,24,1,0,0,0%,,,,,,,,,,
154,Kiefer Sherwood,Y,"LW,RW",58,S.J,31,$5.8,122.0,1.5,-18.7,-11.6,138.4,-15.6,, ,80,17.0,21,19,39,175,4,8,2,2,37,355,-1,44,3,21,30,41%,,,,,,,,,,
155,Kevin Fiala,N,LW,47,L.A,30,$7.9,121.6,1.5,-19.2,-11.9,146.1,-8.9,,+,79,17.8,27,30,57,206,8,20,0,0,30,58,0,41,4,11,23,32%,,,,,,,,,,
156,Nazem Kadri,Y,"C,LW",48,COL,35,$5.6,121.4,1.5,-19.4,-12.0,145.9,-10.1,, ,83,17.4,22,33,55,225,8,23,0,0,30,53,6,38,4,500,560,47%,,,,,,,,,,
157,Thomas Chabot,Y,D,38,OTT,29,$8.0,119.2,1.6,-19.4,-12.1,144.1,-12.9,, ,76,22.0,9,30,39,141,2,8,0,1,134,57,3,30,2,0,0,0%,,,,,,,,,,
158,Philip Broberg,N,D,39,STL,25,$8.0,119.2,1.5,-19.5,-12.1,133.4,-24.6,, ,81,24.7,10,33,43,125,4,13,0,0,115,49,1,24,1,0,0,0%,,,,,,,,,,
159,Owen Tippett,N,"LW,RW",59,PHI,27,$6.2,120.7,1.5,-20.0,-12.4,—,N/A,, ,83,16.1,25,24,49,218,2,6,1,1,54,147,1,21,4,11,20,36%,,,,,,,,,,
160,Alex Ovechkin,N,"LW,RW",60,WSH,40,$4.3,120.1,1.5,-20.7,-12.8,94.0,-66.0,, ,81,14.9,28,24,53,201,6,14,0,0,18,117,4,21,4,1,2,22%,,,,,,,,,,
161,Dan Vladar,,G,19,PHI,29,$3.4,72.7,1.6,-21.2,-13.2,137.3,-23.7,, ,,,,,,,,,,,,,,,,,,,,45,23,16,5,3,"1,119",122,0.902,2.70
162,Brad Marchand,Y,"LW,RW",61,FLA,38,$5.3,119.5,1.5,-21.3,-13.2,147.1,-14.9,, ,77,16.8,26,30,56,182,6,19,0,1,29,68,2,51,4,6,13,32%,,,,,,,,,,
163,Anton Forsberg,,G,20,L.A,33,$2.3,72.4,1.6,-21.5,-13.3,—,N/A,, ,,,,,,,,,,,,,,,,,,,,45,22,17,6,3,"1,177",126,0.904,2.79
164,Joel Hofer,,G,21,STL,26,$3.4,72.2,1.6,-21.7,-13.5,123.8,-40.2,, ,,,,,,,,,,,,,,,,,,,,45,22,17,6,2,"1,219",129,0.904,2.87
165,Brock Boeser,Y,"LW,RW",62,VAN,29,$7.3,118.8,1.5,-21.9,-13.6,140.2,-24.8,, ,82,19.3,28,30,57,183,9,21,1,1,34,67,-12,18,3,48,71,41%,,,,,,,,,,
166,Jared McCann,Y,"C,LW",53,SEA,30,$5.0,118.7,1.5,-22.0,-13.7,—,N/A,, ,79,16.4,26,33,59,182,8,19,0,0,38,58,-5,23,4,60,65,48%,,,,,,,,,,
167,Jake Allen,,G,22,N.J,36,$1.8,71.0,1.6,-22.9,-14.2,138.4,-28.6,, ,,,,,,,,,,,,,,,,,,,,45,23,17,6,3,"1,155",125,0.902,2.78
168,Alex Nikishin,N,D,40,CAR,24,$0.0,115.4,1.4,-23.2,-14.4,—,N/A,, ,83,19.2,10,24,35,130,3,9,1,1,104,125,8,37,2,0,0,0%,,,,,,,,,,
169,Sam Bennett,N,C,54,FLA,30,$8.0,117.4,1.5,-23.3,-14.5,135.2,-33.8,, ,81,16.8,24,28,51,197,4,9,0,0,38,127,4,64,4,484,552,47%,,,,,,,,,,
170,Marco Rossi,Y,C,55,VAN,24,$5.0,117.4,1.5,-23.4,-14.5,—,N/A,, ,78,19.1,24,37,61,142,7,21,0,0,45,68,-9,29,3,448,507,47%,,,,,,,,,,
171,Ryan Nugent-Hopkins,Y,"C,LW",54,EDM,33,$5.1,117.2,1.4,-23.6,-14.6,138.8,-32.2,, ,82,18.3,20,37,57,155,9,28,0,1,38,36,6,28,3,207,225,48%,,,,,,,,,,
172,Trevor Zegras,Y,"C,LW,RW",63,PHI,25,$9.1,117.1,1.6,-23.6,-14.7,136.2,-35.8,,+,75,18.6,24,37,61,163,7,17,0,0,30,49,2,42,4,122,224,35%,,,,,,,,,,
173,Jackson Blake,Y,RW,64,CAR,23,$5.1,116.8,1.4,-23.9,-14.9,141.7,-31.3,,+ +,83,16.5,25,33,58,184,5,12,0,0,36,26,9,38,4,3,11,20%,,,,,,,,,,
174,Vincent Trocheck,Y,C,58,UTA,33,$5.6,116.5,1.4,-24.3,-15.1,147.4,-26.6,, ,81,17.7,19,31,49,133,3,9,3,3,59,185,0,45,3,693,495,58%,,,,,,,,,,
175,Jake DeBrusk,Y,"LW,RW",65,VAN,29,$5.5,116.4,1.4,-24.3,-15.1,140.0,-35.0,, ,84,17.9,26,23,49,218,15,23,0,1,44,83,-11,21,3,13,21,38%,,,,,,,,,,
176,Rasmus Andersson,N,D,41,VGK,29,$8.5,113.2,1.4,-25.5,-15.8,111.8,-64.2,, ,83,21.1,10,23,34,151,2,5,0,1,150,45,3,47,2,0,0,0%,,,,,,,,,,
177,Mason McTavish,Y,C,59,STL,23,$7.0,115.1,1.4,-25.6,-15.9,135.3,-41.7,, ,80,17.0,23,32,55,177,6,14,0,0,37,99,-3,52,3,480,477,50%,,,,,,,,,,
178,Zeev Buium,N,D,42,VAN,20,$1.0,112.8,1.4,-25.9,-16.1,132.4,-45.6,, ,82,22.8,11,32,44,109,5,22,0,0,83,49,-13,41,1,0,0,0%,,,,,,,,,,
179,Spencer Knight,,G,23,CHI,25,$5.8,67.5,1.2,-26.4,-16.4,135.4,-43.6,, ,,,,,,,,,,,,,,,,,,,,55,22,25,8,2,"1,614",172,0.904,3.12
180,Dustin Wolf,,G,24,CGY,25,$7.5,67.4,1.2,-26.4,-16.4,139.9,-40.1,, ,,,,,,,,,,,,,,,,,,,,55,20,26,9,2,"1,565",164,0.905,2.99
181,Victor Hedman,N,D,43,T.B,35,$8.0,112.2,1.5,-26.5,-16.4,89.2,-91.8,, ,75,19.0,8,33,41,119,1,10,0,0,101,49,7,29,1,0,0,0%,,,,,,,,,,
182,Pavel Zacha,Y,"C,LW",57,BOS,29,$4.8,114.2,1.4,-26.5,-16.5,145.0,-37.0,, ,83,16.9,24,35,59,141,8,18,0,0,28,70,-1,25,3,528,456,54%,,,,,,,,,,
183,MacKenzie Blackwood,,G,25,COL,29,$5.3,66.9,1.9,-27.0,-16.8,92.5,-90.5,, ,,,,,,,,,,,,,,,,,,,,35,21,11,4,2,868,94,0.902,2.68
184,Anthony Cirelli,Y,C,61,T.B,29,$6.3,113.7,1.4,-27.1,-16.8,135.3,-48.7,, ,82,17.4,23,29,52,143,3,6,2,4,58,53,10,33,4,581,601,49%,,,,,,,,,,
185,Tyler Bertuzzi,N,"LW,RW",66,CHI,31,$5.5,113.6,1.4,-27.1,-16.8,136.4,-48.6,, ,83,17.7,28,27,54,169,10,20,0,0,29,63,-7,33,3,39,54,42%,,,,,,,,,,
186,Matvei Michkov,Y,"LW,RW",67,PHI,21,$1.0,113.6,1.4,-27.1,-16.9,139.9,-46.1,, ,83,15.8,23,35,59,181,6,15,0,0,23,40,2,52,4,5,13,27%,,,,,,,,,,
187,Pyotr Kochetkov,,G,26,CAR,27,$2.0,66.6,1.7,-27.3,-17.0,131.7,-55.3,, ,,,,,,,,,,,,,,,,,,,,40,24,12,4,3,946,107,0.898,2.69
188,Noah Hanifin,N,D,44,VGK,29,$7.4,111.2,1.4,-27.5,-17.1,140.5,-47.5,, ,82,22.6,8,28,36,151,1,6,0,0,127,48,6,23,1,0,0,0%,,,,,,,,,,
189,Ryan Leonard,N,RW,68,WSH,21,$1.0,113.2,1.5,-27.5,-17.1,131.1,-57.9,,+,76,15.5,22,28,50,167,5,16,0,0,29,124,4,44,3,7,5,59%,,,,,,,,,,
190,Pavel Mintyukov,N,D,45,ANA,22,$7.2,111.2,1.4,-27.5,-17.1,—,N/A,,+,79,22.2,10,26,36,116,0,7,0,1,135,75,-5,30,1,0,0,0%,,,,,,,,,,
191,Darnell Nurse,N,D,46,S.J,31,$9.3,110.8,1.3,-27.8,-17.3,130.1,-60.9,, ,83,22.4,5,21,26,163,0,1,1,1,178,142,-2,64,1,0,0,0%,,,,,,,,,,
192,K'Andre Miller,Y,D,47,CAR,26,$7.5,110.8,1.4,-27.9,-17.3,133.0,-59.0,, ,81,22.6,8,27,36,128,1,3,1,1,108,111,5,45,1,0,1,0%,,,,,,,,,,
193,Logan Stankoven,N,"C,RW",69,CAR,23,$6.0,112.6,1.4,-28.1,-17.4,141.6,-51.4,,+,82,16.5,23,30,53,193,5,13,0,0,29,58,8,23,4,388,447,46%,,,,,,,,,,
194,Lukas Dostal,,G,27,ANA,26,$6.5,65.7,1.2,-28.2,-17.5,139.3,-54.7,, ,,,,,,,,,,,,,,,,,,,,55,25,22,7,2,"1,507",168,0.900,3.06
195,Josh Doan,Y,RW,70,BUF,24,$7.0,112.5,1.5,-28.2,-17.5,134.7,-60.3,,+,77,16.6,24,28,52,170,8,16,0,0,31,78,3,24,4,9,23,29%,,,,,,,,,,
196,Simon Edvinsson,N,D,48,DET,23,$0.0,110.3,1.4,-28.4,-17.6,134.0,-62.0,, ,81,22.6,10,23,33,105,0,1,0,1,157,94,0,60,2,0,0,0%,,,,,,,,,,
197,Shane Pinto,N,C,63,OTT,25,$7.5,112.2,1.5,-28.6,-17.7,—,N/A,, ,77,18.5,23,25,48,166,4,6,2,4,55,92,3,36,4,432,415,51%,,,,,,,,,,
198,Matty Beniers,Y,C,64,SEA,23,$7.1,111.9,1.3,-28.9,-17.9,—,N/A,, ,84,20.2,23,31,54,162,6,12,0,0,73,41,-7,25,3,569,625,48%,,,,,,,,,,
199,Aliaksei Protas,N,"LW,RW",71,WSH,25,$3.4,111.6,1.4,-29.1,-18.1,139.6,-59.4,,+,82,16.7,25,32,57,156,0,1,2,3,42,38,7,21,4,25,43,37%,,,,,,,,,,
200,Justin Faulk,N,D,49,DET,34,$6.5,109.4,1.4,-29.2,-18.1,140.4,-59.6,, ,81,21.8,8,27,35,137,1,7,0,1,130,77,-3,38,1,0,0,0%,,,,,,,,,,
201,Valeri Nichushkin,Y,"LW,RW",72,CBJ,31,$6.1,111.1,1.5,-29.6,-18.4,142.9,-58.1,, ,74,18.6,24,30,54,178,5,10,0,1,30,68,3,22,4,2,3,45%,,,,,,,,,,
202,Alex Laferriere,N,"C,LW,RW",73,L.A,24,$4.1,111.1,1.3,-29.7,-18.4,148.1,-53.9,, ,83,16.6,20,23,43,191,2,5,2,2,45,190,1,28,3,147,195,43%,,,,,,,,,,
203,Simon Nemec,N,D,50,CGY,22,$7.3,108.9,1.5,-29.8,-18.5,143.2,-59.8,,+,72,23.6,12,26,38,140,2,10,0,0,119,33,-9,40,2,0,0,0%,,,,,,,,,,
204,Anton Lundell,N,C,66,FLA,24,$5.0,110.7,1.4,-30.0,-18.6,—,N/A,, ,80,17.5,20,30,50,166,3,11,1,2,44,96,4,35,3,642,570,53%,,,,,,,,,,
205,Brandon Montour,N,D,51,SEA,32,$7.1,108.1,1.4,-30.5,-19.0,114.8,-90.2,, ,79,22.5,11,23,34,200,2,8,0,0,99,85,-9,53,1,0,0,0%,,,,,,,,,,
206,Mattias Samuelsson,N,D,52,BUF,26,$4.3,107.1,1.4,-31.6,-19.6,127.9,-78.1,, ,76,22.9,9,22,31,103,0,0,1,2,144,122,2,31,1,0,0,0%,,,,,,,,,,
207,Cole Perfetti,N,"LW,RW",74,WPG,24,$6.0,109.0,1.4,-31.8,-19.7,—,N/A,, ,80,16.7,20,31,51,174,6,16,0,0,41,69,2,24,3,14,25,36%,,,,,,,,,,
208,Ukko-Pekka Luukkonen,,G,28,BUF,27,$4.8,62.0,1.4,-31.9,-19.8,109.7,-98.3,, ,,,,,,,,,,,,,,,,,,,,45,24,16,5,2,"1,140",129,0.898,2.87
209,Mikael Granlund,Y,"C,LW",64,ANA,34,$7.0,108.3,1.4,-32.4,-20.1,—,N/A,, ,79,18.5,20,34,54,147,5,14,0,1,54,53,-2,27,3,461,482,49%,,,,,,,,,,
210,Ivan Barbashev,Y,LW,65,VGK,30,$5.0,108.2,1.3,-32.6,-20.2,146.6,-63.4,, ,82,15.7,22,31,53,129,2,4,0,0,37,126,7,22,4,18,37,33%,,,,,,,,,,
211,Mattias Ekholm,N,D,53,EDM,36,$4.0,106.0,1.3,-32.6,-20.3,130.1,-80.9,,-,81,20.7,7,27,34,136,1,3,0,0,121,70,9,37,1,0,0,0%,,,,,,,,,,
212,Brandon Bussi,,G,29,CAR,28,$1.9,61.1,1.5,-32.8,-20.4,73.9,-138.1,, ,,,,,,,,,,,,,,,,,,,,40,24,12,4,3,927,108,0.896,2.70
213,Travis Sanheim,Y,D,54,PHI,30,$6.3,105.8,1.3,-32.9,-20.4,139.9,-73.1,, ,84,23.4,8,24,32,109,0,1,1,3,153,60,1,35,1,0,0,0%,,,,,,,,,,
214,Carter Verhaeghe,N,LW,66,FLA,31,$7.0,107.6,1.3,-33.1,-20.6,152.7,-61.3,, ,82,16.0,22,29,51,191,4,10,0,0,25,75,5,32,4,36,60,37%,,,,,,,,,,
215,Jamie Drysdale,N,D,55,PHI,24,$6.5,105.5,1.4,-33.1,-20.6,—,N/A,,+ +,77,22.0,10,27,37,112,3,13,0,0,101,30,0,27,2,0,0,0%,,,,,,,,,,
216,Blake Coleman,N,"C,LW",67,MIN,34,$4.9,107.2,1.3,-33.5,-20.8,—,N/A,, ,81,17.2,19,20,38,195,2,4,2,3,56,162,4,48,3,22,29,43%,,,,,,,,,,
217,Luke Evangelista,Y,"LW,RW",75,NSH,24,$3.0,106.4,1.3,-34.3,-21.3,—,N/A,, ,82,17.4,17,41,58,193,3,16,0,0,24,33,0,26,2,0,2,6%,,,,,,,,,,
218,Patrick Kane,N,RW,76,CHI,26,$8.0,106.0,1.4,-34.7,-21.5,132.0,-86.0,, ,77,17.4,18,39,56,185,5,20,0,0,27,29,-5,17,2,4,10,29%,,,,,,,,,,
219,Bobby McMann,N,"LW,RW",77,SEA,30,$5.8,106.0,1.3,-34.7,-21.6,132.2,-86.8,, ,80,16.1,26,18,44,190,3,6,0,0,30,157,-6,36,4,7,10,39%,,,,,,,,,,
220,Matt Coronato,N,RW,78,CGY,23,$6.5,105.7,1.3,-35.0,-21.8,—,N/A,, ,82,17.6,23,29,52,207,6,17,0,0,30,34,-10,31,3,72,108,40%,,,,,,,,,,
221,Matvei Gridin,Y,"LW,RW",79,CGY,20,$1.0,105.1,1.4,-35.6,-22.1,—,N/A,, ,74,16.9,18,34,53,162,5,20,0,0,52,42,-9,19,3,7,31,18%,,,,,,,,,,
222,Tyson Foerster,N,"LW,RW",80,PHI,24,$3.8,104.4,1.4,-36.4,-22.6,132.7,-89.3,,+,74,17.4,26,18,44,152,5,9,0,1,53,73,2,33,4,1,3,21%,,,,,,,,,,
223,Ivar Stenberg,N,LW,72,S.J,18,$1.1,103.7,1.3,-37.0,-23.0,136.7,-86.3,,+,80,15.0,19,32,51,148,5,13,0,0,34,95,0,32,3,0,0,40%,,,,,,,,,,
224,Dmitri Voronkov,N,LW,73,CBJ,25,$4.2,103.5,1.3,-37.2,-23.1,—,N/A,, ,79,15.1,22,22,44,150,8,12,0,0,40,109,3,51,4,57,102,36%,,,,,,,,,,
225,Chris Kreider,N,LW,74,ANA,35,$6.5,103.3,1.3,-37.5,-23.3,—,N/A,, ,81,16.8,23,23,47,164,8,15,1,1,26,82,-2,31,3,21,35,37%,,,,,,,,,,
226,Viktor Arvidsson,Y,"LW,RW",81,DET,33,$5.0,103.2,1.4,-37.5,-23.3,—,N/A,, ,73,15.8,23,26,49,188,5,12,0,0,35,36,0,30,4,10,14,41%,,,,,,,,,,
227,Filip Gustavsson,,G,30,MIN,28,$6.8,56.0,1.6,-37.9,-23.5,127.5,-99.5,,-,,,,,,,,,,,,,,,,,,,,35,18,13,4,2,899,97,0.902,2.78
228,Mason Marchment,Y,LW,76,S.J,31,$6.8,102.6,1.3,-38.1,-23.7,132.2,-95.8,, ,79,16.2,21,29,50,141,4,9,0,0,32,94,0,51,3,16,22,42%,,,,,,,,,,
229,Denton Mateychuk,N,D,56,CBJ,22,$0.9,100.4,1.3,-38.3,-23.8,—,N/A,,+,76,20.7,13,22,34,100,1,2,0,0,108,44,2,23,2,0,0,0%,,,,,,,,,,
230,Lawson Crouse,N,"LW,RW",82,UTA,29,$4.3,101.5,1.2,-39.3,-24.4,125.6,-104.4,, ,84,16.5,19,17,36,146,2,2,1,2,56,201,2,38,3,30,50,37%,,,,,,,,,,
231,Jacob Trouba,N,D,57,S.J,32,$8.3,98.8,1.2,-39.8,-24.7,138.6,-92.4,, ,82,22.5,3,19,23,136,0,0,0,1,170,145,-4,52,0,0,0,0%,,,,,,,,,,
232,Ivan Provorov,N,D,58,CBJ,29,$8.5,98.8,1.2,-39.8,-24.7,144.2,-87.8,, ,84,24.4,6,24,31,130,0,3,0,1,141,38,2,33,1,0,0,0%,,,,,,,,,,
233,Gustav Forsling,N,D,59,FLA,30,$5.8,98.6,1.2,-40.1,-24.9,—,N/A,, ,83,23.4,6,25,32,144,0,1,0,0,108,69,5,36,1,0,0,0%,,,,,,,,,,
234,Cam York,N,D,60,PHI,25,$5.2,98.5,1.2,-40.2,-25.0,—,N/A,, ,80,22.2,7,23,29,104,1,7,0,0,150,50,0,37,1,0,0,0%,,,,,,,,,,
235,Kris Letang,N,D,61,PIT,39,$6.1,98.4,1.2,-40.2,-25.0,128.3,-106.7,,-,82,21.9,5,26,31,124,1,6,0,0,109,105,-2,46,1,0,0,0%,,,,,,,,,,
236,Joseph Woll,,G,31,PHI,28,$3.7,53.6,1.5,-40.3,-25.0,132.0,-104.0,, ,,,,,,,,,,,,,,,,,,,,35,18,13,4,2,867,95,0.901,2.73
237,Charlie Coyle,N,C,69,CBJ,34,$6.0,100.3,1.2,-40.4,-25.1,—,N/A,, ,84,16.8,18,28,45,130,4,7,0,1,54,108,2,25,3,579,574,50%,,,,,,,,,,
238,Pavel Buchnevich,N,"C,LW,RW",83,STL,31,$8.0,99.9,1.2,-40.9,-25.4,—,N/A,, ,83,17.1,20,30,50,148,4,12,0,1,38,40,-1,29,3,85,125,40%,,,,,,,,,,
239,Devon Toews,N,D,62,COL,32,$7.3,97.7,1.2,-41.0,-25.4,130.9,-108.1,, ,81,22.1,6,28,33,125,1,2,0,0,105,47,10,30,1,0,0,0%,,,,,,,,,,
240,Pierre-Luc Dubois,Y,"C,LW",79,WSH,28,$8.5,99.6,1.3,-41.2,-25.6,—,N/A,, ,75,16.8,17,33,50,125,5,12,0,0,43,66,5,46,2,474,489,49%,,,,,,,,,,
241,Jordan Eberle,Y,RW,84,SEA,36,$5.5,99.4,1.3,-41.4,-25.7,—,N/A,, ,78,18.0,21,28,48,160,4,13,0,0,41,51,-5,26,3,15,23,39%,,,,,,,,,,
242,Morgan Rielly,N,D,63,TOR,32,$7.5,97.1,1.2,-41.5,-25.8,130.3,-111.7,, ,82,18.9,7,26,33,121,1,5,0,0,114,43,0,25,1,0,0,0%,,,,,,,,,,
243,Brady Skjei,N,D,64,NSH,32,$7.0,97.1,1.2,-41.6,-25.8,—,N/A,, ,84,23.0,6,26,32,131,1,8,1,2,102,72,-4,44,1,0,0,0%,,,,,,,,,,
244,Darcy Kuemper,,G,32,L.A,36,$5.3,52.3,1.5,-41.6,-25.8,147.7,-96.3,, ,,,,,,,,,,,,,,,,,,,,35,17,14,5,2,911,99,0.902,2.82
245,Jack Quinn,Y,RW,85,BUF,24,$3.4,98.6,1.3,-42.1,-26.1,—,N/A,, ,77,15.8,19,29,48,171,4,13,0,0,26,52,1,22,3,3,9,22%,,,,,,,,,,
246,Artturi Lehkonen,N,"LW,RW",86,COL,31,$4.5,98.6,1.3,-42.1,-26.1,135.9,-110.1,, ,76,17.5,22,24,46,154,2,4,0,0,37,48,10,25,4,6,15,29%,,,,,,,,,,
247,Adin Hill,,G,33,VGK,30,$6.3,51.5,1.5,-42.4,-26.3,127.0,-120.0,, ,,,,,,,,,,,,,,,,,,,,35,20,11,4,2,807,94,0.896,2.68
248,James Hagens,N,C,72,BOS,19,$1.0,98.3,1.3,-42.5,-26.4,—,N/A,, ,74,14.0,20,26,46,151,5,12,0,0,31,88,0,30,3,90,135,40%,,,,,,,,,,
249,Simon Holmstrom,N,"LW,RW",87,NYI,25,$3.6,98.2,1.2,-42.5,-26.4,—,N/A,, ,82,17.6,22,26,48,114,2,5,3,5,54,30,-3,20,3,4,13,24%,,,,,,,,,,
250,Martin Fehervary,N,D,65,WSH,26,$6.0,95.5,1.2,-43.1,-26.8,133.9,-116.1,, ,82,19.3,5,20,25,79,0,1,0,1,154,121,3,30,1,0,0,0%,,,,,,,,,,
251,Matt Duchene,N,"C,RW",88,DAL,35,$4.5,97.5,1.2,-43.2,-26.8,136.6,-114.4,, ,79,15.2,19,33,52,120,4,11,0,0,29,41,5,16,3,348,303,53%,,,,,,,,,,
252,Colton Parayko,N,D,66,STL,33,$6.5,95.4,1.2,-43.3,-26.9,129.0,-123.0,, ,81,22.1,7,16,23,114,0,0,0,1,171,97,-2,23,1,0,0,0%,,,,,,,,,,
253,Kyle Palmieri,Y,RW,89,NYI,35,$4.8,97.5,1.3,-43.3,-26.9,—,N/A,, ,74,17.8,20,24,44,179,6,14,1,1,35,57,-3,24,3,9,13,41%,,,,,,,,,,
254,Alex Lyon,,G,34,BUF,33,$1.5,50.6,1.4,-43.3,-26.9,153.3,-100.7,, ,,,,,,,,,,,,,,,,,,,,35,18,13,4,2,906,101,0.900,2.89
255,Jake Neighbours,N,"LW,RW",90,STL,24,$3.8,97.4,1.2,-43.3,-26.9,128.9,-126.1,, ,81,14.5,19,23,42,110,3,10,0,0,43,153,-1,39,3,7,15,32%,,,,,,,,,,
256,Frederik Andersen,,G,35,EDM,36,$1.0,50.5,1.4,-43.4,-26.9,133.3,-122.7,, ,,,,,,,,,,,,,,,,,,,,35,21,11,4,2,827,98,0.894,2.79
257,Sean Walker,N,D,67,CAR,31,$3.6,95.0,1.1,-43.7,-27.1,—,N/A,, ,84,20.0,6,17,24,154,0,0,0,0,120,119,7,53,1,0,0,0%,,,,,,,,,,
