RK,NAME,KEEP?,POS,,TEAM,AGE,SALARY,FP,/GP,VORP,/$,ADP,DIFF.,,ADJ,GP,TOI,G,A,PTS,SOG,PPG,PPP,SHG,SHP,BLK,HIT,+/-,PIM,GWG,FOW,FOL,FO%,,GP,W,L,OTL,SO,SV,GA,SV%,GAA
125,Alexis Lafrenière,Y,"LW,RW",37,NYR,24,$7.5,336.3,4.0,1.5,0.1,141.7,16.7,,+,84,18.6,29,39,68,199,11,21,0,0,38,93,1,29,5,13,33,27%,,,,,,,,,,
126,Morgan Geekie,Y,"C,LW,RW",38,BOS,28,$5.5,335.8,4.1,0.9,0.1,118.6,-7.4,, ,83,17.5,35,31,66,181,10,22,0,0,36,113,-1,28,5,128,152,46%,,,,,,,,,,
127,Jesper Wallstedt,,G,20,MIN,23,$2.2,198.7,4.4,0.0,0.0,58.3,-68.7,,+,,,,,,,,,,,,,,,,,,,,45,26,14,5,3,"1,167",120,0.907,2.67
127,Thomas Chabot,Y,D,40,OTT,29,$8.0,243.8,3.2,0.0,0.0,144.1,17.1,, ,76,22.0,9,30,39,141,2,8,0,1,134,57,3,30,2,0,0,0%,,,,,,,,,,
127,Pavel Dorofeyev,Y,"LW,RW",39,NYR,25,$11.0,334.8,4.2,0.0,0.0,70.6,-56.4,, ,81,17.6,37,27,64,233,18,28,0,0,32,34,2,29,6,1,3,13%,,,,,,,,,,
130,Jacob Trouba,N,D,41,S.J,32,$8.3,242.6,3.0,-1.2,-0.1,138.6,8.6,, ,82,22.5,3,19,23,136,0,0,0,1,170,145,-4,52,0,0,0,0%,,,,,,,,,,
131,Drake Batherson,Y,"LW,RW",40,OTT,28,$5.0,332.6,4.0,-2.3,-0.2,81.1,-49.9,, ,83,16.7,28,38,66,172,11,27,0,0,26,122,2,31,5,17,17,51%,,,,,,,,,,
132,Owen Power,Y,D,42,BUF,23,$8.4,239.9,2.9,-3.9,-0.3,132.5,0.5,,+,83,23.9,10,33,43,150,1,5,0,1,118,40,1,24,1,0,0,0%,,,,,,,,,,
133,Rickard Rakell,N,"C,LW,RW",41,PIT,33,$5.0,330.2,4.2,-4.7,-0.4,133.4,0.4,, ,79,19.1,29,32,61,209,8,18,1,2,61,97,1,20,4,75,135,36%,,,,,,,,,,
134,Alex Tuch,N,"LW,RW",42,WSH,30,$10.5,329.4,4.0,-5.4,-0.4,101.3,-32.7,, ,83,18.9,30,32,61,196,3,7,3,4,96,83,6,46,4,50,66,43%,,,,,,,,,,
135,Rasmus Andersson,N,D,43,VGK,29,$8.5,237.8,2.9,-6.0,-0.5,111.8,-23.2,, ,83,21.1,10,23,34,151,2,5,0,1,150,45,3,47,2,0,0,0%,,,,,,,,,,
136,Travis Konecny,Y,"LW,RW",43,PHI,29,$8.8,328.7,4.0,-6.1,-0.5,132.2,-3.8,, ,83,18.8,26,43,69,190,4,15,1,1,38,101,1,47,4,26,42,39%,,,,,,,,,,
137,Connor Bedard,Y,"C,RW",44,CHI,21,$15.0,328.5,5.0,-6.3,-0.5,62.5,-74.5,,+ +,66,20.9,29,48,76,216,9,27,0,0,28,35,-10,40,4,257,355,42%,,,,,,,,,,
138,K'Andre Miller,Y,D,44,CAR,26,$7.5,236.1,2.9,-7.7,-0.6,133.0,-5.0,, ,81,22.6,8,27,36,128,1,3,1,1,108,111,5,45,1,0,1,0%,,,,,,,,,,
139,Philip Broberg,N,D,45,STL,25,$8.0,236.0,2.9,-7.8,-0.6,133.4,-5.6,, ,81,24.7,10,33,43,125,4,13,0,0,115,49,1,24,1,0,0,0%,,,,,,,,,,
140,Justin Faulk,N,D,46,DET,34,$6.5,235.0,2.9,-8.9,-0.7,140.4,0.4,, ,81,21.8,8,27,35,137,1,7,0,1,130,77,-3,38,1,0,0,0%,,,,,,,,,,
141,Will Smith,Y,"LW,RW",45,S.J,21,$1.0,324.3,4.1,-10.6,-0.8,63.4,-77.6,,+ +,80,19.1,31,45,76,205,9,23,0,0,20,26,-2,25,4,28,58,32%,,,,,,,,,,
142,Noah Hanifin,N,D,47,VGK,29,$7.4,233.1,2.9,-10.7,-0.9,140.5,-1.5,, ,82,22.6,8,28,36,151,1,6,0,0,127,48,6,23,1,0,0,0%,,,,,,,,,,
143,Robert Thomas,Y,C,38,STL,27,$8.1,317.2,4.0,-11.3,-0.9,74.0,-69.0,, ,79,19.1,27,53,80,145,5,21,1,2,47,22,2,30,4,714,629,53%,,,,,,,,,,
144,Brayden Point,Y,C,39,T.B,30,$9.5,316.9,4.0,-11.7,-0.9,84.1,-59.9,,+,80,18.2,33,41,73,183,12,24,0,0,35,23,9,17,6,366,417,47%,,,,,,,,,,
145,Joel Hofer,,G,21,STL,26,$3.4,187.0,4.2,-11.8,-0.9,123.8,-21.2,, ,,,,,,,,,,,,,,,,,,,,45,22,17,6,2,"1,219",129,0.904,2.87
146,Elias Pettersson,Y,C,40,VAN,27,$11.6,315.0,3.9,-13.5,-1.1,141.2,-4.8,,-,80,20.3,21,41,62,161,7,23,1,2,109,81,-9,23,3,682,727,48%,,,,,,,,,,
147,Porter Martone,Y,RW,46,PHI,19,$1.0,320.6,4.1,-14.2,-1.1,69.1,-77.9,,- -,78,16.9,25,35,60,200,9,21,0,0,31,105,1,35,4,9,17,33%,,,,,,,,,,
148,Simon Edvinsson,N,D,48,DET,23,$0.0,229.5,2.9,-14.3,-1.1,134.0,-14.0,, ,81,22.6,10,23,33,105,0,1,0,1,157,94,0,60,2,0,0,0%,,,,,,,,,,
149,Pavel Mintyukov,N,D,49,ANA,22,$7.2,229.0,2.9,-14.8,-1.2,—,N/A,,+,79,22.2,10,26,36,116,0,7,0,1,135,75,-5,30,1,0,0,0%,,,,,,,,,,
150,Sean Walker,N,D,50,CAR,31,$3.6,229.0,2.7,-14.8,-1.2,—,N/A,, ,84,20.0,6,17,24,154,0,0,0,0,120,119,7,53,1,0,0,0%,,,,,,,,,,
151,Anton Forsberg,,G,22,L.A,33,$2.3,183.7,4.1,-15.0,-1.2,—,N/A,, ,,,,,,,,,,,,,,,,,,,,45,22,17,6,3,"1,177",126,0.904,2.79
152,Mattias Samuelsson,N,D,51,BUF,26,$4.3,228.5,3.0,-15.3,-1.2,127.9,-24.1,, ,76,22.9,9,22,31,103,0,0,1,2,144,122,2,31,1,0,0,0%,,,,,,,,,,
153,Jimmy Snuggerud,Y,RW,47,STL,22,$1.0,318.3,4.0,-16.6,-1.3,136.9,-16.1,, ,79,17.7,26,38,64,202,8,15,0,0,45,80,0,25,4,4,10,31%,,,,,,,,,,
154,Jake Allen,,G,23,N.J,36,$1.8,181.9,4.0,-16.8,-1.3,138.4,-15.6,, ,,,,,,,,,,,,,,,,,,,,45,23,17,6,3,"1,155",125,0.902,2.78
155,Owen Tippett,N,"LW,RW",48,PHI,27,$6.2,317.4,3.8,-17.4,-1.4,—,N/A,, ,83,16.1,25,24,49,218,2,6,1,1,54,147,1,21,4,11,20,36%,,,,,,,,,,
156,Vincent Trocheck,Y,C,41,UTA,33,$5.6,311.1,3.8,-17.5,-1.4,147.4,-8.6,, ,81,17.7,19,31,49,133,3,9,3,3,59,185,0,45,3,693,495,58%,,,,,,,,,,
157,Carter Hart,,G,24,VGK,28,$2.0,180.3,4.0,-18.4,-1.5,131.5,-25.5,, ,,,,,,,,,,,,,,,,,,,,45,26,14,5,3,"1,056",118,0.899,2.63
158,Dan Vladar,,G,25,PHI,29,$3.4,180.2,4.0,-18.5,-1.5,137.3,-20.7,, ,,,,,,,,,,,,,,,,,,,,45,23,16,5,3,"1,119",122,0.902,2.70
159,Josh Manson,N,D,52,COL,34,$4.0,224.8,2.9,-19.0,-1.5,—,N/A,, ,78,18.9,4,21,25,121,0,0,0,1,107,158,8,73,1,0,0,0%,,,,,,,,,,
160,Gavin McKenna,N,LW,42,TOR,18,$1.1,309.7,3.9,-19.0,-1.5,93.6,-66.4,,- -,80,17.0,23,42,65,171,7,20,0,0,35,95,0,32,3,0,0,40%,,,,,,,,,,
161,Mattias Ekholm,N,D,53,EDM,36,$4.0,224.6,2.8,-19.2,-1.5,130.1,-30.9,,-,81,20.7,7,27,34,136,1,3,0,0,121,70,9,37,1,0,0,0%,,,,,,,,,,
162,Dylan Strome,Y,C,42,WSH,29,$5.0,309.4,3.7,-19.2,-1.5,144.9,-17.1,, ,84,17.9,24,44,68,157,7,25,0,0,55,22,4,34,4,762,615,55%,,,,,,,,,,
163,Simon Nemec,N,D,54,CGY,22,$7.3,224.3,3.1,-19.5,-1.6,143.2,-19.8,,+,72,23.6,12,26,38,140,2,10,0,0,119,33,-9,40,2,0,0,0%,,,,,,,,,,
164,Quinton Byfield,N,C,43,L.A,24,$6.3,308.4,3.7,-20.1,-1.6,132.6,-31.4,, ,83,20.7,28,36,63,202,6,16,0,1,43,73,1,48,4,476,580,45%,,,,,,,,,,
165,Zeev Buium,N,D,55,VAN,20,$1.0,221.9,2.7,-21.9,-1.7,132.4,-32.6,, ,82,22.8,11,32,44,109,5,22,0,0,83,49,-13,41,1,0,0,0%,,,,,,,,,,
166,Victor Hedman,N,D,56,T.B,35,$8.0,221.5,3.0,-22.3,-1.8,89.2,-76.8,, ,75,19.0,8,33,41,119,1,10,0,0,101,49,7,29,1,0,0,0%,,,,,,,,,,
167,Ukko-Pekka Luukkonen,,G,26,BUF,27,$4.8,176.3,3.9,-22.4,-1.8,109.7,-57.3,, ,,,,,,,,,,,,,,,,,,,,45,24,16,5,2,"1,140",129,0.898,2.87
168,Ryan O'Reilly,Y,C,44,NSH,35,$4.5,305.9,3.7,-22.7,-1.8,144.4,-23.6,, ,83,20.4,23,42,65,167,7,19,1,2,69,24,-1,26,3,792,646,55%,,,,,,,,,,
169,Kris Letang,N,D,57,PIT,39,$6.1,221.2,2.7,-22.7,-1.8,128.3,-40.7,,-,82,21.9,5,26,31,124,1,6,0,0,109,105,-2,46,1,0,0,0%,,,,,,,,,,
170,Neal Pionk,N,D,58,WPG,31,$7.0,218.6,2.8,-25.2,-2.0,—,N/A,, ,77,20.7,5,21,26,121,2,7,0,0,107,127,1,42,1,0,0,0%,,,,,,,,,,
171,Joey Daccord,,G,27,SEA,30,$5.0,171.3,3.8,-27.4,-2.2,149.1,-21.9,, ,,,,,,,,,,,,,,,,,,,,45,18,21,7,2,"1,249",136,0.901,3.03
172,Colton Parayko,N,D,59,STL,33,$6.5,216.3,2.7,-27.5,-2.2,129.0,-43.0,, ,81,22.1,7,16,23,114,0,0,0,1,171,97,-2,23,1,0,0,0%,,,,,,,,,,
173,Gustav Forsling,N,D,60,FLA,30,$5.8,215.6,2.6,-28.3,-2.3,—,N/A,, ,83,23.4,6,25,32,144,0,1,0,0,108,69,5,36,1,0,0,0%,,,,,,,,,,
174,Ivan Demidov,Y,RW,49,MTL,20,$0.9,306.0,3.7,-28.9,-2.3,84.8,-89.2,,+,83,17.3,25,50,74,154,9,25,0,0,31,42,3,36,4,0,0,0%,,,,,,,,,,
175,Jordan Kyrou,N,RW,50,WSH,28,$8.1,305.8,3.7,-29.1,-2.3,144.5,-30.5,,+ +,82,16.0,28,34,62,214,6,18,0,0,33,31,8,19,4,4,11,24%,,,,,,,,,,
176,Zach Benson,Y,LW,45,BUF,21,$7.5,299.3,3.8,-29.5,-2.4,147.7,-28.3,,+ + +,79,18.8,22,43,66,186,6,16,1,2,35,53,5,50,3,7,15,33%,,,,,,,,,,
177,Travis Sanheim,Y,D,61,PHI,30,$6.3,213.7,2.6,-30.1,-2.4,139.9,-37.1,, ,84,23.4,8,24,32,109,0,1,1,3,153,60,1,35,1,0,0,0%,,,,,,,,,,
178,Nazem Kadri,Y,"C,LW",46,COL,35,$5.6,297.9,3.6,-30.9,-2.5,145.9,-32.1,, ,83,17.4,22,33,55,225,8,23,0,0,30,53,6,38,4,500,560,47%,,,,,,,,,,
179,Nick Schmaltz,Y,"C,RW",51,UTA,30,$8.0,303.7,3.6,-31.2,-2.5,102.0,-77.0,,+,84,18.9,27,41,67,194,9,20,2,2,50,26,3,23,4,368,435,46%,,,,,,,,,,
180,Alex Ovechkin,N,"LW,RW",52,WSH,40,$4.3,303.5,3.7,-31.3,-2.5,94.0,-86.0,, ,81,14.9,28,24,53,201,6,14,0,0,18,117,4,21,4,1,2,22%,,,,,,,,,,
181,Kevin Fiala,N,LW,47,L.A,30,$7.9,297.3,3.8,-31.4,-2.5,146.1,-34.9,,+,79,17.8,27,30,57,206,8,20,0,0,30,58,0,41,4,11,23,32%,,,,,,,,,,
182,Mark Stone,Y,RW,53,VGK,34,$9.5,303.2,4.5,-31.6,-2.5,106.1,-75.9,, ,68,19.5,24,47,71,147,8,27,1,2,49,39,6,19,5,3,11,24%,,,,,,,,,,
183,Artyom Levshunov,N,D,62,CHI,20,$1.0,211.8,2.7,-32.0,-2.6,—,N/A,, ,78,20.8,5,26,31,115,1,9,0,0,100,107,-11,47,1,0,0,0%,,,,,,,,,,
184,Thatcher Demko,,G,28,VAN,30,$8.5,165.5,3.7,-33.2,-2.7,151.0,-33.0,, ,,,,,,,,,,,,,,,,,,,,45,16,22,7,1,"1,286",143,0.900,3.19
185,Brady Skjei,N,D,63,NSH,32,$7.0,210.4,2.5,-33.4,-2.7,—,N/A,, ,84,23.0,6,26,32,131,1,8,1,2,102,72,-4,44,1,0,0,0%,,,,,,,,,,
186,Luca Cagnoni,N,D,64,S.J,21,$0.9,210.4,2.7,-33.5,-2.7,—,N/A,,+ +,78,18.0,6,25,31,124,1,5,0,0,93,96,1,32,1,0,0,0%,,,,,,,,,,
187,Sam Bennett,N,C,49,FLA,30,$8.0,294.9,3.6,-33.6,-2.7,135.2,-51.8,, ,81,16.8,24,28,51,197,4,9,0,0,38,127,4,64,4,484,552,47%,,,,,,,,,,
188,Jake DeBrusk,Y,"LW,RW",54,VAN,29,$5.5,300.6,3.6,-34.3,-2.7,140.0,-48.0,, ,84,17.9,26,23,49,218,15,23,0,1,44,83,-11,21,3,13,21,38%,,,,,,,,,,
189,Brock Nelson,N,C,51,COL,34,$7.5,294.1,3.5,-34.5,-2.8,136.3,-52.7,, ,84,18.8,27,30,57,193,6,13,1,2,58,42,10,31,5,661,666,50%,,,,,,,,,,
190,Anton Frondell,Y,C,52,CHI,19,$1.0,293.4,3.8,-35.2,-2.8,140.4,-49.6,,-,78,18.4,24,39,62,214,5,19,0,0,61,66,-6,33,3,218,503,30%,,,,,,,,,,
191,Arturs Silovs,,G,29,PIT,25,$2.8,163.3,3.6,-35.4,-2.8,129.6,-61.4,, ,,,,,,,,,,,,,,,,,,,,45,22,17,6,2,"1,122",134,0.893,2.99
192,Nikita Zadorov,N,D,65,BOS,31,$5.0,207.9,2.5,-35.9,-2.9,—,N/A,, ,83,20.5,3,18,21,96,0,0,0,0,110,182,-2,104,0,0,0,0%,,,,,,,,,,
193,Brayden McNabb,N,D,66,VGK,35,$3.7,207.8,2.6,-36.0,-2.9,—,N/A,, ,81,20.3,4,14,19,95,0,0,0,1,167,125,5,35,1,0,0,0%,,,,,,,,,,
194,Martin Fehervary,N,D,67,WSH,26,$6.0,207.6,2.5,-36.2,-2.9,133.9,-60.1,, ,82,19.3,5,20,25,79,0,1,0,1,154,121,3,30,1,0,0,0%,,,,,,,,,,
195,Yaroslav Askarov,,G,30,S.J,24,$2.0,162.4,3.6,-36.3,-2.9,131.4,-63.6,, ,,,,,,,,,,,,,,,,,,,,45,21,18,6,2,"1,167",140,0.893,3.10
196,Ryan Hartman,N,"C,RW",55,MIN,31,$4.0,298.4,3.7,-36.4,-2.9,—,N/A,, ,80,17.6,25,25,50,202,10,17,0,0,79,76,3,56,4,519,599,46%,,,,,,,,,,
197,Ivan Provorov,N,D,68,CBJ,29,$8.5,207.3,2.5,-36.5,-2.9,144.2,-52.8,, ,84,24.4,6,24,31,130,0,3,0,1,141,38,2,33,1,0,0,0%,,,,,,,,,,
198,Jamie Drysdale,N,D,69,PHI,24,$6.5,206.5,2.7,-37.3,-3.0,—,N/A,,+ +,77,22.0,10,27,37,112,3,13,0,0,101,30,0,27,2,0,0,0%,,,,,,,,,,
199,Pyotr Kochetkov,,G,31,CAR,27,$2.0,160.7,4.0,-38.0,-3.0,131.7,-67.3,, ,,,,,,,,,,,,,,,,,,,,40,24,12,4,3,946,107,0.898,2.69
200,Matt Roy,N,D,70,WSH,31,$5.8,205.4,2.5,-38.4,-3.1,—,N/A,, ,82,20.4,3,20,23,99,0,0,0,0,146,117,4,26,1,0,0,0%,,,,,,,,,,
201,Alex Laferriere,N,"C,LW,RW",56,L.A,24,$4.1,295.8,3.6,-39.0,-3.1,148.1,-52.9,, ,83,16.6,20,23,43,191,2,5,2,2,45,190,1,28,3,147,195,43%,,,,,,,,,,
202,Mason McTavish,Y,C,54,STL,23,$7.0,289.0,3.6,-39.5,-3.2,135.3,-66.7,, ,80,17.0,23,32,55,177,6,14,0,0,37,99,-3,52,3,480,477,50%,,,,,,,,,,
203,William Eklund,Y,"LW,RW",57,OTT,23,$5.6,295.0,3.6,-39.8,-3.2,142.1,-60.9,,+,82,18.0,19,42,62,176,6,20,0,0,49,67,1,29,3,20,41,33%,,,,,,,,,,
204,Cam York,N,D,71,PHI,25,$5.2,203.8,2.5,-40.0,-3.2,—,N/A,, ,80,22.2,7,23,29,104,1,7,0,0,150,50,0,37,1,0,0,0%,,,,,,,,,,
205,Mathew Barzal,Y,"C,RW",58,NYI,29,$9.2,294.6,3.9,-40.2,-3.2,144.1,-60.9,, ,77,20.6,20,49,68,187,3,19,0,0,48,36,0,34,3,171,245,41%,,,,,,,,,,
206,Jared McCann,Y,"C,LW",54,SEA,30,$5.0,288.2,3.7,-40.5,-3.2,—,N/A,, ,79,16.4,26,33,59,182,8,19,0,0,38,58,-5,23,4,60,65,48%,,,,,,,,,,
207,Jake McCabe,N,D,72,TOR,32,$4.5,203.2,2.5,-40.6,-3.2,—,N/A,, ,81,22.2,3,21,24,72,0,0,0,0,173,116,1,54,0,0,0,0%,,,,,,,,,,
208,Evgeni Malkin,Y,"C,LW,RW",59,PIT,40,$5.5,292.5,3.8,-42.4,-3.4,141.7,-66.3,, ,77,17.7,21,44,65,183,6,24,0,0,34,41,1,55,3,222,258,46%,,,,,,,,,,
209,Seth Jarvis,Y,"LW,RW",60,CAR,24,$7.4,292.4,4.9,-42.5,-3.4,125.6,-83.4,,+,60,19.4,28,31,58,180,6,17,2,4,30,72,5,18,5,43,66,40%,,,,,,,,,,
210,Mike Matheson,N,D,73,MTL,32,$6.0,201.3,2.4,-42.5,-3.4,135.4,-74.6,, ,83,22.4,4,23,27,110,0,1,0,1,154,65,0,41,1,0,0,0%,,,,,,,,,,
211,Morgan Rielly,N,D,74,TOR,32,$7.5,201.3,2.4,-42.5,-3.4,130.3,-80.7,, ,82,18.9,7,26,33,121,1,5,0,0,114,43,0,25,1,0,0,0%,,,,,,,,,,
212,Devon Toews,N,D,75,COL,32,$7.3,201.1,2.5,-42.7,-3.4,130.9,-81.1,, ,81,22.1,6,28,33,125,1,2,0,0,105,47,10,30,1,0,0,0%,,,,,,,,,,
213,Brandon Bussi,,G,32,CAR,28,$1.9,155.8,3.9,-42.9,-3.4,73.9,-139.1,, ,,,,,,,,,,,,,,,,,,,,40,24,12,4,3,927,108,0.896,2.70
214,Blake Coleman,N,"C,LW",57,MIN,34,$4.9,284.4,3.5,-44.3,-3.5,—,N/A,, ,81,17.2,19,20,38,195,2,4,2,3,56,162,4,48,3,22,29,43%,,,,,,,,,,
215,Braden Schneider,N,D,76,NYR,24,$5.5,199.0,2.4,-44.8,-3.6,—,N/A,, ,84,17.9,4,16,20,95,0,0,1,1,130,138,-2,24,1,0,0,0%,,,,,,,,,,
216,Sam Dickinson,N,D,77,S.J,20,$1.0,198.9,2.5,-44.9,-3.6,—,N/A,,+ +,80,19.9,5,26,30,111,2,9,0,0,91,84,-3,32,1,0,0,0%,,,,,,,,,,
217,JJ Peterka,Y,"LW,RW",61,BOS,24,$7.7,289.4,3.5,-45.5,-3.6,139.4,-77.6,,+,83,17.7,30,34,64,194,6,14,0,0,24,31,0,28,4,6,18,24%,,,,,,,,,,
218,Jake Walman,N,D,78,EDM,30,$7.0,197.4,2.6,-46.5,-3.7,127.6,-90.4,, ,75,18.7,8,19,27,129,0,2,0,1,125,45,3,31,1,0,0,0%,,,,,,,,,,
219,Brock Boeser,Y,"LW,RW",62,VAN,29,$7.3,288.2,3.5,-46.6,-3.7,140.2,-78.8,, ,82,19.3,28,30,57,183,9,21,1,1,34,67,-12,18,3,48,71,41%,,,,,,,,,,
220,Aaron Ekblad,N,D,79,FLA,30,$6.1,196.9,2.6,-47.0,-3.8,127.6,-92.4,, ,76,22.4,3,24,28,103,0,4,0,1,109,94,3,58,1,0,1,0%,,,,,,,,,,
221,Brad Marchand,Y,"LW,RW",63,FLA,38,$5.3,287.6,3.7,-47.3,-3.8,147.1,-73.9,, ,77,16.8,26,30,56,182,6,19,0,1,29,68,2,51,4,6,13,32%,,,,,,,,,,
222,Michael Misa,Y,C,58,S.J,19,$1.0,280.9,3.6,-47.7,-3.8,138.7,-83.3,,+ +,77,16.7,27,37,64,151,10,24,0,0,43,44,-2,28,4,361,428,46%,,,,,,,,,,
223,Denton Mateychuk,N,D,80,CBJ,22,$0.9,195.5,2.6,-48.3,-3.9,—,N/A,,+,76,20.7,13,22,34,100,1,2,0,0,108,44,2,23,2,0,0,0%,,,,,,,,,,
224,Sam Malinski,N,D,81,COL,28,$4.8,195.0,2.5,-48.8,-3.9,140.2,-83.8,, ,77,17.6,6,21,27,138,0,1,0,0,98,53,10,23,1,0,0,0%,,,,,,,,,,
225,Bobby McMann,N,"LW,RW",64,SEA,30,$5.8,285.6,3.6,-49.2,-3.9,132.2,-92.8,, ,80,16.1,26,18,44,190,3,6,0,0,30,157,-6,36,4,7,10,39%,,,,,,,,,,
226,Anton Lundell,N,C,59,FLA,24,$5.0,279.3,3.5,-49.3,-3.9,—,N/A,, ,80,17.5,20,30,50,166,3,11,1,2,44,96,4,35,3,642,570,53%,,,,,,,,,,
227,Ryan Leonard,N,RW,65,WSH,21,$1.0,285.6,3.8,-49.3,-3.9,131.1,-95.9,,+,76,15.5,22,28,50,167,5,16,0,0,29,124,4,44,3,7,5,59%,,,,,,,,,,
228,MacKenzie Blackwood,,G,33,COL,29,$5.3,149.1,4.3,-49.7,-4.0,92.5,-135.5,, ,,,,,,,,,,,,,,,,,,,,35,21,11,4,2,868,94,0.902,2.68
229,Alex Romanov,N,D,82,NYI,26,$6.3,191.8,2.5,-52.0,-4.2,—,N/A,, ,76,18.9,4,15,19,96,0,0,0,0,139,119,-5,23,1,0,0,0%,,,,,,,,,,
230,Pavel Zacha,Y,"C,LW",58,BOS,29,$4.8,275.9,3.3,-52.8,-4.2,145.0,-85.0,, ,83,16.9,24,35,59,141,8,18,0,0,28,70,-1,25,3,528,456,54%,,,,,,,,,,
231,Adam Larsson,N,D,83,SEA,33,$5.3,190.9,2.3,-52.9,-4.2,—,N/A,, ,84,20.7,4,16,20,96,0,0,0,0,154,105,-9,40,0,0,0,0%,,,,,,,,,,
232,Dylan Samberg,N,D,84,WPG,27,$5.8,190.7,2.5,-53.1,-4.2,—,N/A,, ,78,22.0,4,19,23,109,0,0,0,0,142,71,2,28,1,0,0,0%,,,,,,,,,,
233,Esa Lindell,N,D,85,DAL,32,$5.3,190.4,2.3,-53.4,-4.3,139.6,-93.4,, ,84,22.5,4,23,26,84,0,1,0,1,171,50,8,21,1,0,0,0%,,,,,,,,,,
234,Gabriel Vilardi,Y,"C,RW",66,WPG,27,$7.5,281.3,3.6,-53.5,-4.3,146.0,-88.0,,-,79,18.8,29,35,64,152,12,23,0,0,40,24,2,24,5,49,59,45%,,,,,,,,,,
235,Jeremy Lauzon,N,D,86,VGK,29,$4.0,189.6,2.6,-54.3,-4.3,—,N/A,, ,74,16.9,2,9,11,71,0,0,0,0,97,224,2,72,0,0,0,0%,,,,,,,,,,
236,Vladislav Gavrikov,N,D,87,NYR,30,$7.0,188.8,2.3,-55.0,-4.4,140.5,-95.5,, ,84,22.8,7,22,28,112,0,1,0,1,119,53,0,38,1,0,0,0%,,,,,,,,,,
237,Olen Zellweger,N,D,88,BUF,22,$3.1,188.5,2.4,-55.3,-4.4,—,N/A,, ,78,19.3,8,17,25,135,1,2,0,0,102,50,2,34,1,0,0,0%,,,,,,,,,,
238,Jordan Spence,N,D,89,OTT,25,$5.0,188.2,2.3,-55.7,-4.5,—,N/A,, ,81,18.1,6,25,31,111,0,3,0,0,78,71,6,24,1,0,0,0%,,,,,,,,,,
239,Sean Durzi,N,D,90,NYR,27,$6.0,187.8,2.6,-56.0,-4.5,—,N/A,, ,72,20.3,7,23,30,102,1,5,0,0,112,55,-1,40,1,0,0,0%,,,,,,,,,,
240,Radko Gudas,N,D,91,FLA,36,$1.5,187.7,2.4,-56.1,-4.5,—,N/A,, ,78,16.1,2,11,14,74,0,0,0,0,119,181,3,62,0,0,0,0%,,,,,,,,,,
241,Marco Rossi,Y,C,61,VAN,24,$5.0,272.4,3.5,-56.2,-4.5,—,N/A,, ,78,19.1,24,37,61,142,7,21,0,0,45,68,-9,29,3,448,507,47%,,,,,,,,,,
242,Filip Gustavsson,,G,34,MIN,28,$6.8,142.4,4.1,-56.3,-4.5,127.5,-114.5,,-,,,,,,,,,,,,,,,,,,,,35,18,13,4,2,899,97,0.902,2.78
243,Ben Chiarot,N,D,92,DET,35,$3.9,185.5,2.2,-58.3,-4.7,—,N/A,, ,83,20.2,2,10,12,88,0,0,0,0,150,143,-5,58,0,0,0,0%,,,,,,,,,,
244,Shane Pinto,N,C,63,OTT,25,$7.5,270.1,3.5,-58.4,-4.7,—,N/A,, ,77,18.5,23,25,48,166,4,6,2,4,55,92,3,36,4,432,415,51%,,,,,,,,,,
245,Alex Lyon,,G,35,BUF,33,$1.5,140.1,4.0,-58.6,-4.7,153.3,-91.7,, ,,,,,,,,,,,,,,,,,,,,35,18,13,4,2,906,101,0.900,2.89
246,Darcy Kuemper,,G,36,L.A,36,$5.3,140.0,4.0,-58.7,-4.7,147.7,-98.3,, ,,,,,,,,,,,,,,,,,,,,35,17,14,5,2,911,99,0.902,2.82
247,Oliver Ekman-Larsson,N,D,93,TOR,35,$3.5,184.9,2.2,-58.9,-4.7,127.7,-119.3,, ,82,18.5,5,23,28,102,1,5,0,0,80,86,1,52,1,0,0,0%,,,,,,,,,,
248,Jaccob Slavin,N,D,94,CAR,32,$6.9,184.6,2.3,-59.2,-4.7,—,N/A,, ,80,21.4,5,22,26,119,0,0,0,3,125,38,7,15,1,0,0,0%,,,,,,,,,,
249,William Borgen,N,D,95,BOS,29,$4.1,184.3,2.2,-59.5,-4.8,—,N/A,, ,83,19.1,5,15,20,87,0,0,0,0,121,123,-3,45,1,0,0,0%,,,,,,,,,,
250,Brent Burns,N,D,96,COL,41,$0.9,183.9,2.2,-59.9,-4.8,135.9,-114.1,, ,84,18.4,5,18,23,147,0,2,0,0,96,37,9,28,1,0,0,0%,,,,,,,,,,
251,Carter Verhaeghe,N,LW,63,FLA,31,$7.0,268.6,3.3,-60.1,-4.8,152.7,-98.3,, ,82,16.0,22,29,51,191,4,10,0,0,25,75,5,32,4,36,60,37%,,,,,,,,,,
252,Ryan Nugent-Hopkins,Y,"C,LW",64,EDM,33,$5.1,268.5,3.3,-60.2,-4.8,138.8,-113.2,, ,82,18.3,20,37,57,155,9,28,0,1,38,36,6,28,3,207,225,48%,,,,,,,,,,
253,Janis Moser,N,D,97,T.B,26,$6.8,183.4,2.3,-60.4,-4.8,—,N/A,, ,79,21.4,6,21,27,102,0,0,0,2,104,68,9,42,1,0,0,0%,,,,,,,,,,
