RK,NAME,KEEP?,POS,,TEAM,AGE,SALARY,FP,/GP,VORP,/$,ADP,DIFF.,,ADJ,GP,TOI,G,A,PTS,SOG,PPG,PPP,SHG,SHP,BLK,HIT,+/-,PIM,GWG,FOW,FOL,FO%,,GP,W,L,OTL,SO,SV,GA,SV%,GAA
121,Will Smith,Y,"LW,RW",46,S.J,21,$1.0,520.5,6.5,102.4,8.2,63.4,-57.6,,+ +,80,19.1,31,45,76,205,9,23,0,0,20,26,-2,25,4,28,58,32%,,,,,,,,,,
122,Thomas Harley,N,D,24,DAL,25,$10.9,493.1,6.1,102.1,8.2,115.0,-7.0,,+,81,22.7,13,37,49,152,1,11,0,0,143,47,7,26,2,0,0,0%,,,,,,,,,,
123,Porter Martone,Y,RW,47,PHI,19,$1.0,518.4,6.6,100.3,8.0,69.1,-53.9,,- -,78,16.9,25,35,60,200,9,21,0,0,31,105,1,35,4,9,17,33%,,,,,,,,,,
124,Anton Lundell,N,C,60,FLA,24,$5.0,455.1,5.7,99.5,8.0,—,N/A,, ,80,17.5,20,30,50,166,3,11,1,2,44,96,4,35,3,642,570,53%,,,,,,,,,,
125,Shea Theodore,Y,D,25,VGK,31,$7.4,490.4,6.4,99.4,8.0,100.7,-24.3,, ,76,24.6,9,51,60,154,3,22,0,0,101,16,7,30,2,0,0,0%,,,,,,,,,,
126,Ivan Demidov,Y,RW,48,MTL,20,$0.9,515.0,6.2,96.9,7.7,84.8,-41.2,,+,83,17.3,25,50,74,154,9,25,0,0,31,42,3,36,4,0,0,0%,,,,,,,,,,
127,Jimmy Snuggerud,Y,RW,49,STL,22,$1.0,514.9,6.5,96.8,7.7,136.9,9.9,, ,79,17.7,26,38,64,202,8,15,0,0,45,80,0,25,4,4,10,31%,,,,,,,,,,
128,Filip Hronek,N,D,26,VAN,28,$7.3,487.5,6.0,96.5,7.7,138.5,10.5,, ,81,25.2,7,41,48,136,2,15,0,0,108,118,-8,39,1,0,0,28%,,,,,,,,,,
129,John Gibson,,G,9,DET,33,$6.4,411.0,7.5,90.5,7.2,138.3,9.3,, ,,,,,,,,,,,,,,,,,,,,55,27,21,7,3,"1,461",155,0.904,2.82
130,Bowen Byram,N,D,27,CHI,25,$6.3,480.4,5.8,89.4,7.2,112.0,-18.0,,+,83,25.5,13,41,54,137,2,14,0,1,115,66,-8,50,2,0,0,0%,,,,,,,,,,
131,Jeremy Swayman,,G,10,BOS,27,$8.3,409.4,7.4,88.8,7.1,64.9,-66.1,, ,,,,,,,,,,,,,,,,,,,,55,27,21,7,3,"1,476",158,0.904,2.86
132,Owen Tippett,N,"LW,RW",50,PHI,27,$6.2,506.3,6.1,88.1,7.1,—,N/A,, ,83,16.1,25,24,49,218,2,6,1,1,54,147,1,21,4,11,20,36%,,,,,,,,,,
133,Shane Pinto,N,C,63,OTT,25,$7.5,443.0,5.8,87.4,7.0,—,N/A,, ,77,18.5,23,25,48,166,4,6,2,4,55,92,3,36,4,432,415,51%,,,,,,,,,,
134,Darnell Nurse,N,D,28,S.J,31,$9.3,477.0,5.7,86.0,6.9,130.1,-3.9,, ,83,22.4,5,21,26,163,0,1,1,1,178,142,-2,64,1,0,0,0%,,,,,,,,,,
135,Erik Karlsson,N,D,29,PIT,36,$10.0,476.0,5.7,85.0,6.8,75.1,-59.9,, ,83,23.9,9,44,53,181,2,20,0,0,92,38,1,32,1,0,0,0%,,,,,,,,,,
136,Nick Schmaltz,Y,"C,RW",51,UTA,30,$8.0,501.3,6.0,83.2,6.7,102.0,-34.0,,+,84,18.9,27,41,67,194,9,20,2,2,50,26,3,23,4,368,435,46%,,,,,,,,,,
137,Spencer Knight,,G,11,CHI,25,$5.8,403.1,7.3,82.6,6.6,135.4,-1.6,, ,,,,,,,,,,,,,,,,,,,,55,22,25,8,2,"1,614",172,0.904,3.12
138,Brock Faber,N,D,30,MIN,24,$8.5,472.8,5.7,81.8,6.5,83.5,-54.5,, ,83,24.9,13,32,45,161,1,8,1,1,147,43,3,32,2,0,0,0%,,,,,,,,,,
139,Matty Beniers,Y,C,65,SEA,23,$7.1,437.0,5.2,81.4,6.5,—,N/A,, ,84,20.2,23,31,54,162,6,12,0,0,73,41,-7,25,3,569,625,48%,,,,,,,,,,
140,Zach Benson,Y,LW,44,BUF,21,$7.5,490.7,6.2,79.6,6.4,147.7,7.7,,+ + +,79,18.8,22,43,66,186,6,16,1,2,35,53,5,50,3,7,15,33%,,,,,,,,,,
141,Dustin Wolf,,G,12,CGY,25,$7.5,397.5,7.2,77.0,6.2,139.9,-1.1,, ,,,,,,,,,,,,,,,,,,,,55,20,26,9,2,"1,565",164,0.905,2.99
142,Karel Vejmelka,,G,13,UTA,30,$4.8,397.2,7.2,76.7,6.1,69.2,-72.8,, ,,,,,,,,,,,,,,,,,,,,55,29,20,7,3,"1,430",156,0.902,2.84
143,William Eklund,Y,"LW,RW",52,OTT,23,$5.6,492.0,6.0,73.9,5.9,142.1,-0.9,,+,82,18.0,19,42,62,176,6,20,0,0,49,67,1,29,3,20,41,33%,,,,,,,,,,
144,Mathew Barzal,Y,"C,RW",53,NYI,29,$9.2,491.2,6.4,73.1,5.9,144.1,0.1,, ,77,20.6,20,49,68,187,3,19,0,0,48,36,0,34,3,171,245,41%,,,,,,,,,,
145,Ryan Hartman,N,"C,RW",54,MIN,31,$4.0,491.2,6.1,73.1,5.8,—,N/A,, ,80,17.6,25,25,50,202,10,17,0,0,79,76,3,56,4,519,599,46%,,,,,,,,,,
146,Anthony Cirelli,Y,C,68,T.B,29,$6.3,425.3,5.2,69.7,5.6,135.3,-10.7,, ,82,17.4,23,29,52,143,3,6,2,4,58,53,10,33,4,581,601,49%,,,,,,,,,,
147,Shayne Gostisbehere,N,D,31,CAR,33,$3.2,459.0,5.9,68.0,5.4,97.2,-49.8,, ,77,19.2,9,40,49,139,4,23,0,0,89,55,7,28,2,0,0,0%,,,,,,,,,,
148,Dougie Hamilton,N,D,32,N.J,33,$9.0,458.3,6.2,67.3,5.4,108.3,-39.7,, ,74,22.6,9,30,40,198,4,15,0,0,94,87,1,48,1,0,0,0%,,,,,,,,,,
149,Scott Wedgewood,,G,14,COL,34,$2.5,387.2,8.6,66.6,5.3,52.4,-96.6,, ,,,,,,,,,,,,,,,,,,,,45,27,14,5,3,"1,182",120,0.908,2.66
150,Jordan Kyrou,N,RW,55,WSH,28,$8.1,484.0,5.9,65.9,5.3,144.5,-5.5,,+ +,82,16.0,28,34,62,214,6,18,0,0,33,31,8,19,4,4,11,24%,,,,,,,,,,
151,Alex Laferriere,N,"C,LW,RW",56,L.A,24,$4.1,482.4,5.8,64.3,5.1,148.1,-2.9,, ,83,16.6,20,23,43,191,2,5,2,2,45,190,1,28,3,147,195,43%,,,,,,,,,,
152,Evgeni Malkin,Y,"C,LW,RW",57,PIT,40,$5.5,481.2,6.2,63.1,5.0,141.7,-10.3,, ,77,17.7,21,44,65,183,6,24,0,0,34,41,1,55,3,222,258,46%,,,,,,,,,,
153,Charlie Coyle,N,C,70,CBJ,34,$6.0,418.3,5.0,62.7,5.0,—,N/A,, ,84,16.8,18,28,45,130,4,7,0,1,54,108,2,25,3,579,574,50%,,,,,,,,,,
154,Dmitry Orlov,N,D,33,S.J,35,$6.5,453.7,5.5,62.7,5.0,—,N/A,, ,83,22.6,6,38,44,118,1,19,0,0,90,120,-3,43,1,0,0,0%,,,,,,,,,,
155,Seth Jones,N,D,34,FLA,31,$7.0,452.2,6.1,61.2,4.9,122.8,-32.2,, ,75,24.6,9,32,40,141,5,19,0,0,110,83,3,32,1,0,0,0%,,,,,,,,,,
156,Nazem Kadri,Y,"C,LW",49,COL,35,$5.6,471.4,5.7,60.3,4.8,145.9,-10.1,, ,83,17.4,22,33,55,225,8,23,0,0,30,53,6,38,4,500,560,47%,,,,,,,,,,
157,Cole Hutson,Y,D,35,WSH,20,$0.9,450.5,6.1,59.5,4.8,90.0,-67.0,, ,74,19.1,11,36,47,113,2,24,0,0,76,89,3,38,2,0,0,0%,,,,,,,,,,
158,Alex Ovechkin,N,"LW,RW",58,WSH,40,$4.3,476.9,5.9,58.8,4.7,94.0,-64.0,, ,81,14.9,28,24,53,201,6,14,0,0,18,117,4,21,4,1,2,22%,,,,,,,,,,
159,Seth Jarvis,Y,"LW,RW",59,CAR,24,$7.4,476.6,7.9,58.5,4.7,125.6,-33.4,,+,60,19.4,28,31,58,180,6,17,2,4,30,72,5,18,5,43,66,40%,,,,,,,,,,
160,Jakub Dobes,,G,15,MTL,25,$1.0,378.9,7.6,58.3,4.7,81.1,-78.9,, ,,,,,,,,,,,,,,,,,,,,50,28,17,6,3,"1,304",140,0.903,2.81
161,Kevin Fiala,N,LW,51,L.A,30,$7.9,469.2,5.9,58.1,4.6,146.1,-14.9,,+,79,17.8,27,30,57,206,8,20,0,0,30,58,0,41,4,11,23,32%,,,,,,,,,,
162,Jordan Staal,N,C,74,CAR,37,$2.9,410.3,5.0,54.6,4.4,—,N/A,, ,82,15.8,16,19,35,114,1,1,1,2,50,159,6,27,3,872,690,56%,,,,,,,,,,
163,Elias Lindholm,N,C,75,BOS,31,$7.8,410.1,5.1,54.5,4.4,—,N/A,, ,81,16.8,16,27,43,133,3,11,0,1,67,72,-3,25,2,717,567,56%,,,,,,,,,,
164,Jared McCann,Y,"C,LW",52,SEA,30,$5.0,464.4,5.9,53.2,4.3,—,N/A,, ,79,16.4,26,33,59,182,8,19,0,0,38,58,-5,23,4,60,65,48%,,,,,,,,,,
165,Lukas Dostal,,G,16,ANA,26,$6.5,373.2,6.8,52.7,4.2,139.3,-25.7,, ,,,,,,,,,,,,,,,,,,,,55,25,22,7,2,"1,507",168,0.900,3.06
166,Jake DeBrusk,Y,"LW,RW",60,VAN,29,$5.5,470.0,5.6,51.9,4.1,140.0,-26.0,, ,84,17.9,26,23,49,218,15,23,0,1,44,83,-11,21,3,13,21,38%,,,,,,,,,,
167,Blake Coleman,N,"C,LW",55,MIN,34,$4.9,460.6,5.7,49.5,4.0,—,N/A,, ,81,17.2,19,20,38,195,2,4,2,3,56,162,4,48,3,22,29,43%,,,,,,,,,,
168,Jacob Trouba,N,D,36,S.J,32,$8.3,440.3,5.4,49.3,3.9,138.6,-29.4,, ,82,22.5,3,19,23,136,0,0,0,1,170,145,-4,52,0,0,0,0%,,,,,,,,,,
169,Linus Ullmark,,G,17,OTT,33,$8.3,369.2,7.4,48.7,3.9,132.5,-36.5,, ,,,,,,,,,,,,,,,,,,,,50,27,17,6,3,"1,222",131,0.903,2.63
170,Gabriel Vilardi,Y,"C,RW",61,WPG,27,$7.5,466.0,5.9,47.9,3.8,146.0,-24.0,,-,79,18.8,29,35,64,152,12,23,0,0,40,24,2,24,5,49,59,45%,,,,,,,,,,
171,Alex Nikishin,N,D,37,CAR,24,$0.0,438.8,5.3,47.8,3.8,—,N/A,, ,83,19.2,10,24,35,130,3,9,1,1,104,125,8,37,2,0,0,0%,,,,,,,,,,
172,Ryan Leonard,N,RW,62,WSH,21,$1.0,465.4,6.1,47.3,3.8,131.1,-40.9,,+,76,15.5,22,28,50,167,5,16,0,0,29,124,4,44,3,7,5,59%,,,,,,,,,,
173,Jesper Wallstedt,,G,18,MIN,23,$2.2,367.6,8.2,47.1,3.8,58.3,-114.7,,+,,,,,,,,,,,,,,,,,,,,45,26,14,5,3,"1,167",120,0.907,2.67
174,Sergei Bobrovsky,,G,19,TOR,37,$7.0,365.8,7.0,45.3,3.6,90.6,-83.4,,+,,,,,,,,,,,,,,,,,,,,52,28,17,6,2,"1,353",151,0.900,2.90
175,Brad Marchand,Y,"LW,RW",63,FLA,38,$5.3,461.7,6.0,43.6,3.5,147.1,-27.9,, ,77,16.8,26,30,56,182,6,19,0,1,29,68,2,51,4,6,13,32%,,,,,,,,,,
176,Brock Boeser,Y,"LW,RW",64,VAN,29,$7.3,461.7,5.6,43.6,3.5,140.2,-35.8,, ,82,19.3,28,30,57,183,9,21,1,1,34,67,-12,18,3,48,71,41%,,,,,,,,,,
177,Thomas Chabot,Y,D,38,OTT,29,$8.0,433.6,5.7,42.6,3.4,144.1,-32.9,, ,76,22.0,9,30,39,141,2,8,0,1,134,57,3,30,2,0,0,0%,,,,,,,,,,
178,Pavel Zacha,Y,"C,LW",57,BOS,29,$4.8,452.8,5.5,41.7,3.3,145.0,-33.0,, ,83,16.9,24,35,59,141,8,18,0,0,28,70,-1,25,3,528,456,54%,,,,,,,,,,
179,Luke Hughes,Y,D,39,N.J,22,$9.0,430.6,5.4,39.6,3.2,135.2,-43.8,,+ +,80,23.2,9,41,50,170,2,17,0,0,78,31,0,33,1,0,0,0%,,,,,,,,,,
180,James Hagens,N,C,78,BOS,19,$1.0,394.5,5.3,38.9,3.1,—,N/A,, ,74,14.0,20,26,46,151,5,12,0,0,31,88,0,30,3,90,135,40%,,,,,,,,,,
181,JJ Peterka,Y,"LW,RW",65,BOS,24,$7.7,456.7,5.5,38.6,3.1,139.4,-41.6,,+,83,17.7,30,34,64,194,6,14,0,0,24,31,0,28,4,6,18,24%,,,,,,,,,,
182,Ryan Nugent-Hopkins,Y,"C,LW",58,EDM,33,$5.1,449.7,5.5,38.6,3.1,138.8,-43.2,, ,82,18.3,20,37,57,155,9,28,0,1,38,36,6,28,3,207,225,48%,,,,,,,,,,
183,Morgan Frost,N,C,79,CGY,27,$4.4,394.1,4.8,38.5,3.1,—,N/A,, ,83,15.9,19,25,44,149,5,15,0,0,47,67,-8,28,3,570,503,53%,,,,,,,,,,
184,Vince Dunn,Y,D,40,SEA,29,$7.4,426.8,5.4,35.8,2.9,125.4,-58.6,, ,79,21.7,11,36,46,164,3,17,0,0,92,40,-7,50,1,0,0,0%,,,,,,,,,,
185,Simon Edvinsson,N,D,41,DET,23,$0.0,424.1,5.3,33.1,2.6,134.0,-51.0,, ,81,22.6,10,23,33,105,0,1,0,1,157,94,0,60,2,0,0,0%,,,,,,,,,,
186,Jacob Markstrom,,G,20,FLA,36,$6.0,353.1,6.8,32.6,2.6,72.5,-113.5,, ,,,,,,,,,,,,,,,,,,,,52,29,17,6,3,"1,274",145,0.898,2.78
187,Mattias Samuelsson,N,D,42,BUF,26,$4.3,421.8,5.5,30.8,2.5,127.9,-59.1,, ,76,22.9,9,22,31,103,0,0,1,2,144,122,2,31,1,0,0,0%,,,,,,,,,,
188,Lawson Crouse,N,"LW,RW",66,UTA,29,$4.3,448.8,5.4,30.7,2.5,125.6,-62.4,, ,84,16.5,19,17,36,146,2,2,1,2,56,201,2,38,3,30,50,37%,,,,,,,,,,
189,Bobby McMann,N,"LW,RW",67,SEA,30,$5.8,448.2,5.6,30.0,2.4,132.2,-56.8,, ,80,16.1,26,18,44,190,3,6,0,0,30,157,-6,36,4,7,10,39%,,,,,,,,,,
190,Philip Broberg,N,D,43,STL,25,$8.0,420.7,5.2,29.7,2.4,133.4,-56.6,, ,81,24.7,10,33,43,125,4,13,0,0,115,49,1,24,1,0,0,0%,,,,,,,,,,
191,Ivan Barbashev,Y,LW,62,VGK,30,$5.0,439.8,5.3,28.7,2.3,146.6,-44.4,, ,82,15.7,22,31,53,129,2,4,0,0,37,126,7,22,4,18,37,33%,,,,,,,,,,
192,Rasmus Andersson,N,D,44,VGK,29,$8.5,418.4,5.0,27.4,2.2,111.8,-80.2,, ,83,21.1,10,23,34,151,2,5,0,1,150,45,3,47,2,0,0,0%,,,,,,,,,,
193,Owen Power,Y,D,45,BUF,23,$8.4,418.2,5.0,27.2,2.2,132.5,-60.5,,+,83,23.9,10,33,43,150,1,5,0,1,118,40,1,24,1,0,0,0%,,,,,,,,,,
194,K'Andre Miller,Y,D,46,CAR,26,$7.5,418.1,5.2,27.1,2.2,133.0,-61.0,, ,81,22.6,8,27,36,128,1,3,1,1,108,111,5,45,1,0,1,0%,,,,,,,,,,
195,Justin Faulk,N,D,47,DET,34,$6.5,415.6,5.2,24.6,2.0,140.4,-54.6,, ,81,21.8,8,27,35,137,1,7,0,1,130,77,-3,38,1,0,0,0%,,,,,,,,,,
196,Brandon Montour,N,D,48,SEA,32,$7.1,415.1,5.2,24.1,1.9,114.8,-81.2,, ,79,22.5,11,23,34,200,2,8,0,0,99,85,-9,53,1,0,0,0%,,,,,,,,,,
197,Josh Doan,Y,RW,68,BUF,24,$7.0,441.6,5.8,23.4,1.9,134.7,-62.3,,+,77,16.6,24,28,52,170,8,16,0,0,31,78,3,24,4,9,23,29%,,,,,,,,,,
198,Frank Nazar,Y,C,82,CHI,22,$6.6,379.0,5.1,23.3,1.9,—,N/A,, ,75,18.0,19,28,47,150,4,11,1,1,49,50,-8,28,2,415,479,46%,,,,,,,,,,
199,Trevor Zegras,Y,"C,LW,RW",69,PHI,25,$9.1,440.9,5.9,22.8,1.8,136.2,-62.8,,+,75,18.6,24,37,61,163,7,17,0,0,30,49,2,42,4,122,224,35%,,,,,,,,,,
200,Pavel Mintyukov,N,D,49,ANA,22,$7.2,413.6,5.3,22.6,1.8,—,N/A,,+,79,22.2,10,26,36,116,0,7,0,1,135,75,-5,30,1,0,0,0%,,,,,,,,,,
201,Alex Wennberg,N,C,83,S.J,31,$6.0,375.9,4.5,20.3,1.6,—,N/A,, ,83,19.5,15,30,46,99,6,12,0,1,88,37,-4,21,2,633,714,47%,,,,,,,,,,
202,Tyler Bertuzzi,N,"LW,RW",70,CHI,31,$5.5,438.2,5.3,20.1,1.6,136.4,-65.6,, ,83,17.7,28,27,54,169,10,20,0,0,29,63,-7,33,3,39,54,42%,,,,,,,,,,
203,Joel Hofer,,G,21,STL,26,$3.4,340.1,7.6,19.5,1.6,123.8,-79.2,, ,,,,,,,,,,,,,,,,,,,,45,22,17,6,2,"1,219",129,0.904,2.87
204,Jackson Blake,Y,RW,71,CAR,23,$5.1,436.9,5.2,18.8,1.5,141.7,-62.3,,+ +,83,16.5,25,33,58,184,5,12,0,0,36,26,9,38,4,3,11,20%,,,,,,,,,,
205,Cole Perfetti,N,"LW,RW",72,WPG,24,$6.0,436.8,5.4,18.7,1.5,—,N/A,, ,80,16.7,20,31,51,174,6,16,0,0,41,69,2,24,3,14,25,36%,,,,,,,,,,
206,Chandler Stephenson,Y,C,84,SEA,32,$6.3,373.4,4.5,17.8,1.4,—,N/A,, ,82,19.3,15,35,50,99,4,16,1,2,56,33,-12,22,2,762,703,52%,,,,,,,,,,
207,Mikael Granlund,Y,"C,LW",69,ANA,34,$7.0,428.3,5.4,17.2,1.4,—,N/A,, ,79,18.5,20,34,54,147,5,14,0,1,54,53,-2,27,3,461,482,49%,,,,,,,,,,
208,Noah Hanifin,N,D,50,VGK,29,$7.4,407.4,5.0,16.4,1.3,140.5,-67.5,, ,82,22.6,8,28,36,151,1,6,0,0,127,48,6,23,1,0,0,0%,,,,,,,,,,
209,Matvei Michkov,Y,"LW,RW",73,PHI,21,$1.0,434.3,5.2,16.2,1.3,139.9,-69.1,, ,83,15.8,23,35,59,181,6,15,0,0,23,40,2,52,4,5,13,27%,,,,,,,,,,
210,Ivar Stenberg,N,LW,70,S.J,18,$1.1,426.7,5.3,15.6,1.2,136.7,-73.3,,+,80,15.0,19,32,51,148,5,13,0,0,34,95,0,32,3,0,0,40%,,,,,,,,,,
211,Valeri Nichushkin,Y,"LW,RW",74,CBJ,31,$6.1,433.1,5.8,15.0,1.2,142.9,-68.1,, ,74,18.6,24,30,54,178,5,10,0,1,30,68,3,22,4,2,3,45%,,,,,,,,,,
212,Logan Stankoven,N,"C,RW",75,CAR,23,$6.0,431.6,5.3,13.5,1.1,141.6,-70.4,,+,82,16.5,23,30,53,193,5,13,0,0,29,58,8,23,4,388,447,46%,,,,,,,,,,
213,Carter Verhaeghe,N,LW,71,FLA,31,$7.0,424.5,5.2,13.4,1.1,152.7,-60.3,, ,82,16.0,22,29,51,191,4,10,0,0,25,75,5,32,4,36,60,37%,,,,,,,,,,
214,Emil Heineman,N,"LW,RW",76,NYI,24,$1.1,431.3,5.5,13.2,1.1,—,N/A,, ,79,15.6,19,13,32,148,3,5,0,0,48,215,-5,24,3,5,13,28%,,,,,,,,,,
215,Marco Kasper,N,"C,LW",73,DET,22,$0.9,423.2,5.1,12.1,1.0,—,N/A,, ,82,15.4,16,18,35,153,3,6,0,1,51,177,-2,27,3,258,276,48%,,,,,,,,,,
216,Anton Forsberg,,G,22,L.A,33,$2.3,332.4,7.4,11.9,0.9,—,N/A,, ,,,,,,,,,,,,,,,,,,,,45,22,17,6,3,"1,177",126,0.904,2.79
217,Josh Norris,N,C,88,BUF,27,$8.0,367.3,5.2,11.7,0.9,—,N/A,, ,71,15.0,19,22,41,112,4,11,0,0,42,79,1,29,3,443,411,52%,,,,,,,,,,
218,Vasily Podkolzin,N,"LW,RW",77,EDM,25,$3.0,429.6,5.5,11.5,0.9,—,N/A,, ,78,15.5,15,19,33,130,1,2,0,0,49,212,6,39,3,18,43,30%,,,,,,,,,,
219,Josh Manson,N,D,51,COL,34,$4.0,399.9,5.1,8.9,0.7,—,N/A,, ,78,18.9,4,21,25,121,0,0,0,1,107,158,8,73,1,0,0,0%,,,,,,,,,,
220,Ben Kindel,N,C,91,PIT,19,$1.0,363.6,4.4,8.0,0.6,—,N/A,, ,82,15.9,18,22,40,160,4,9,0,2,62,43,0,25,3,317,412,43%,,,,,,,,,,
221,Colton Parayko,N,D,52,STL,33,$6.5,398.2,4.9,7.2,0.6,129.0,-92.0,, ,81,22.1,7,16,23,114,0,0,0,1,171,97,-2,23,1,0,0,0%,,,,,,,,,,
222,Dmitri Voronkov,N,LW,76,CBJ,25,$4.2,417.8,5.3,6.7,0.5,—,N/A,, ,79,15.1,22,22,44,150,8,12,0,0,40,109,3,51,4,57,102,36%,,,,,,,,,,
223,Mattias Ekholm,N,D,53,EDM,36,$4.0,397.5,4.9,6.5,0.5,130.1,-92.9,,-,81,20.7,7,27,34,136,1,3,0,0,121,70,9,37,1,0,0,0%,,,,,,,,,,
224,Martin Fehervary,N,D,54,WSH,26,$6.0,396.8,4.8,5.8,0.5,133.9,-90.1,, ,82,19.3,5,20,25,79,0,1,0,1,154,121,3,30,1,0,0,0%,,,,,,,,,,
225,Jake McCabe,N,D,55,TOR,32,$4.5,396.7,4.9,5.7,0.5,—,N/A,, ,81,22.2,3,21,24,72,0,0,0,0,173,116,1,54,0,0,0,0%,,,,,,,,,,
226,Luke Evangelista,Y,"LW,RW",78,NSH,24,$3.0,423.2,5.2,5.1,0.4,—,N/A,, ,82,17.4,17,41,58,193,3,16,0,0,24,33,0,26,2,0,2,6%,,,,,,,,,,
227,Travis Sanheim,Y,D,56,PHI,30,$6.3,395.5,4.7,4.5,0.4,139.9,-87.1,, ,84,23.4,8,24,32,109,0,1,1,3,153,60,1,35,1,0,0,0%,,,,,,,,,,
228,Victor Hedman,N,D,57,T.B,35,$8.0,395.0,5.3,4.0,0.3,89.2,-138.8,, ,75,19.0,8,33,41,119,1,10,0,0,101,49,7,29,1,0,0,0%,,,,,,,,,,
229,Matvei Gridin,Y,"LW,RW",79,CGY,20,$1.0,422.0,5.7,3.9,0.3,—,N/A,, ,74,16.9,18,34,53,162,5,20,0,0,52,42,-9,19,3,7,31,18%,,,,,,,,,,
230,Ross Colton,N,"C,LW",77,NSH,29,$4.0,415.0,5.2,3.9,0.3,—,N/A,, ,79,14.8,15,20,34,174,1,3,0,0,40,179,-2,29,2,122,141,46%,,,,,,,,,,
231,Jake Allen,,G,23,N.J,36,$1.8,324.3,7.2,3.8,0.3,138.4,-92.6,, ,,,,,,,,,,,,,,,,,,,,45,23,17,6,3,"1,155",125,0.902,2.78
232,Jean-Gabriel Pageau,N,C,96,NYI,33,$4.9,359.3,4.4,3.7,0.3,—,N/A,, ,82,14.8,13,20,33,93,0,0,2,6,56,124,-4,13,2,649,464,58%,,,,,,,,,,
233,Sean Walker,N,D,58,CAR,31,$3.6,394.5,4.7,3.5,0.3,—,N/A,, ,84,20.0,6,17,24,154,0,0,0,0,120,119,7,53,1,0,0,0%,,,,,,,,,,
234,Christian Dvorak,N,C,98,PHI,30,$5.2,358.9,4.6,3.3,0.3,—,N/A,, ,78,17.4,15,26,42,133,2,5,0,1,55,45,0,24,2,596,482,55%,,,,,,,,,,
235,Mason Marchment,Y,LW,78,S.J,31,$6.8,413.5,5.3,2.4,0.2,132.2,-102.8,, ,79,16.2,21,29,50,141,4,9,0,0,32,94,0,51,3,16,22,42%,,,,,,,,,,
236,Brayden McNabb,N,D,59,VGK,35,$3.7,392.7,4.9,1.7,0.1,—,N/A,, ,81,20.3,4,14,19,95,0,0,0,1,167,125,5,35,1,0,0,0%,,,,,,,,,,
237,Patrick Kane,N,RW,80,CHI,26,$8.0,419.6,5.5,1.5,0.1,132.0,-105.0,, ,77,17.4,18,39,56,185,5,20,0,0,27,29,-5,17,2,4,10,29%,,,,,,,,,,
238,Brayden Schenn,N,"C,LW",81,NYI,35,$6.5,411.1,4.9,0.0,0.0,—,N/A,, ,84,15.6,16,23,38,119,2,6,0,0,42,172,-5,50,2,445,403,52%,,,,,,,,,,
238,Jake Neighbours,N,"LW,RW",81,STL,24,$3.8,418.1,5.1,0.0,0.0,128.9,-109.1,, ,81,14.5,19,23,42,110,3,10,0,0,43,153,-1,39,3,7,15,32%,,,,,,,,,,
238,Kris Letang,N,D,60,PIT,39,$6.1,391.0,4.8,0.0,0.0,128.3,-109.7,,-,82,21.9,5,26,31,124,1,6,0,0,109,105,-2,46,1,0,0,0%,,,,,,,,,,
238,Dan Vladar,,G,24,PHI,29,$3.4,320.5,7.1,0.0,0.0,137.3,-100.7,, ,,,,,,,,,,,,,,,,,,,,45,23,16,5,3,"1,119",122,0.902,2.70
242,Zeev Buium,N,D,61,VAN,20,$1.0,390.2,4.8,-0.8,-0.1,132.4,-109.6,, ,82,22.8,11,32,44,109,5,22,0,0,83,49,-13,41,1,0,0,0%,,,,,,,,,,
243,Ryan McLeod,N,C,102,BUF,26,$5.0,353.9,4.2,-1.7,-0.1,—,N/A,, ,83,17.3,17,35,52,105,1,5,3,5,37,29,2,19,3,624,626,50%,,,,,,,,,,
244,Neal Pionk,N,D,62,WPG,31,$7.0,387.4,5.0,-3.6,-0.3,—,N/A,, ,77,20.7,5,21,26,121,2,7,0,0,107,127,1,42,1,0,0,0%,,,,,,,,,,
245,Simon Nemec,N,D,63,CGY,22,$7.3,387.3,5.4,-3.7,-0.3,143.2,-101.8,,+,72,23.6,12,26,38,140,2,10,0,0,119,33,-9,40,2,0,0,0%,,,,,,,,,,
246,Chris Kreider,N,LW,82,ANA,35,$6.5,406.3,5.0,-4.8,-0.4,—,N/A,, ,81,16.8,23,23,47,164,8,15,1,1,26,82,-2,31,3,21,35,37%,,,,,,,,,,
247,Yakov Trenin,N,"C,LW,RW",82,MIN,29,$3.5,411.2,5.0,-6.9,-0.5,—,N/A,, ,83,12.5,8,12,20,96,0,0,0,0,37,316,3,34,1,50,70,42%,,,,,,,,,,
248,Aliaksei Protas,N,"LW,RW",83,WSH,25,$3.4,411.2,5.0,-6.9,-0.6,139.6,-108.4,,+,82,16.7,25,32,57,156,0,1,2,3,42,38,7,21,4,25,43,37%,,,,,,,,,,
249,Matt Coronato,N,RW,84,CGY,23,$6.5,410.6,5.0,-7.5,-0.6,—,N/A,, ,82,17.6,23,29,52,207,6,17,0,0,30,34,-10,31,3,72,108,40%,,,,,,,,,,
250,Carter Hart,,G,25,VGK,28,$2.0,312.7,6.9,-7.8,-0.6,131.5,-118.5,, ,,,,,,,,,,,,,,,,,,,,45,26,14,5,3,"1,056",118,0.899,2.63
251,Mathieu Olivier,N,RW,85,CBJ,29,$3.0,409.9,5.3,-8.2,-0.7,—,N/A,, ,78,13.6,15,13,28,105,0,0,1,1,57,230,2,84,2,5,13,29%,,,,,,,,,,
