RK,NAME,KEEP?,POS,,TEAM,AGE,SALARY,FP,/GP,VORP,/$,ADP,DIFF.,,ADJ,GP,TOI,G,A,PTS,SOG,PPG,PPP,SHG,SHP,BLK,HIT,+/-,PIM,GWG,FOW,FOL,FO%,,GP,W,L,OTL,SO,SV,GA,SV%,GAA
252,Matt Roy,N,D,64,WSH,31,$5.8,382.4,4.7,-8.6,-0.7,—,N/A,, ,82,20.4,3,20,23,99,0,0,0,0,146,117,4,26,1,0,0,0%,,,,,,,,,,
253,Adam Lowry,N,C,104,WPG,33,$5.0,346.2,4.3,-9.5,-0.8,—,N/A,, ,81,15.0,10,18,27,93,0,0,1,1,57,154,1,37,2,603,554,52%,,,,,,,,,,
254,Fraser Minten,N,C,106,BOS,22,$0.9,344.2,4.6,-11.4,-0.9,—,N/A,, ,75,15.5,15,17,32,108,1,4,0,1,44,125,0,21,2,370,389,49%,,,,,,,,,,
255,Tyson Foerster,N,"LW,RW",86,PHI,24,$3.8,406.1,5.5,-12.0,-1.0,132.7,-122.3,,+,74,17.4,26,18,44,152,5,9,0,1,53,73,2,33,4,1,3,21%,,,,,,,,,,
256,Pierre-Luc Dubois,Y,"C,LW",84,WSH,28,$8.5,399.1,5.3,-12.0,-1.0,—,N/A,, ,75,16.8,17,33,50,125,5,12,0,0,43,66,5,46,2,474,489,49%,,,,,,,,,,
257,Nikita Zadorov,N,D,65,BOS,31,$5.0,377.7,4.6,-13.3,-1.1,—,N/A,, ,83,20.5,3,18,21,96,0,0,0,0,110,182,-2,104,0,0,0,0%,,,,,,,,,,
258,Noah Cates,N,C,107,PHI,27,$4.0,342.3,4.2,-13.3,-1.1,—,N/A,, ,81,14.9,15,23,38,115,1,4,1,1,49,93,2,22,2,410,504,45%,,,,,,,,,,
259,Cam York,N,D,66,PHI,25,$5.2,376.9,4.7,-14.1,-1.1,—,N/A,, ,80,22.2,7,23,29,104,1,7,0,0,150,50,0,37,1,0,0,0%,,,,,,,,,,
260,Sean Monahan,N,C,108,CBJ,31,$5.5,340.2,4.3,-15.4,-1.2,—,N/A,, ,80,15.7,15,25,40,128,2,8,1,2,37,47,3,17,2,615,544,53%,,,,,,,,,,
261,Michael McCarron,N,C,109,MIN,31,$3.3,339.7,4.2,-15.9,-1.3,—,N/A,, ,81,13.3,8,10,17,101,0,0,1,1,68,180,1,69,1,505,442,53%,,,,,,,,,,
262,Jack McBain,N,"C,LW",86,UTA,26,$4.3,395.0,4.9,-16.1,-1.3,—,N/A,, ,81,12.7,10,15,25,93,0,0,1,1,45,250,2,57,2,308,315,49%,,,,,,,,,,
263,Joey Daccord,,G,26,SEA,30,$5.0,303.5,6.7,-17.0,-1.4,149.1,-113.9,, ,,,,,,,,,,,,,,,,,,,,45,18,21,7,2,"1,249",136,0.901,3.03
264,Artyom Levshunov,N,D,67,CHI,20,$1.0,373.4,4.8,-17.6,-1.4,—,N/A,, ,78,20.8,5,26,31,115,1,9,0,0,100,107,-11,47,1,0,0,0%,,,,,,,,,,
265,Anders Lee,N,LW,87,UTA,36,$5.4,392.4,4.7,-18.7,-1.5,—,N/A,, ,84,14.9,18,20,38,187,3,5,0,0,38,100,4,40,3,44,48,48%,,,,,,,,,,
266,Mike Matheson,N,D,68,MTL,32,$6.0,372.2,4.5,-18.8,-1.5,135.4,-130.6,, ,83,22.4,4,23,27,110,0,1,0,1,154,65,0,41,1,0,0,0%,,,,,,,,,,
267,Gustav Forsling,N,D,69,FLA,30,$5.8,372.0,4.5,-19.0,-1.5,—,N/A,, ,83,23.4,6,25,32,144,0,1,0,0,108,69,5,36,1,0,0,0%,,,,,,,,,,
268,Ukko-Pekka Luukkonen,,G,27,BUF,27,$4.8,301.2,6.7,-19.4,-1.5,109.7,-158.3,, ,,,,,,,,,,,,,,,,,,,,45,24,16,5,2,"1,140",129,0.898,2.87
269,Ivan Provorov,N,D,70,CBJ,29,$8.5,370.6,4.4,-20.4,-1.6,144.2,-124.8,, ,84,24.4,6,24,31,130,0,3,0,1,141,38,2,33,1,0,0,0%,,,,,,,,,,
270,Viktor Arvidsson,Y,"LW,RW",87,DET,33,$5.0,397.6,5.4,-20.5,-1.6,—,N/A,, ,73,15.8,23,26,49,188,5,12,0,0,35,36,0,30,4,10,14,41%,,,,,,,,,,
271,Esa Lindell,N,D,71,DAL,32,$5.3,369.6,4.4,-21.4,-1.7,139.6,-131.4,, ,84,22.5,4,23,26,84,0,1,0,1,171,50,8,21,1,0,0,0%,,,,,,,,,,
272,Mackie Samoskevich,Y,RW,88,SEA,23,$3.9,395.2,4.9,-22.9,-1.8,—,N/A,, ,81,14.9,15,20,35,160,2,6,0,0,39,150,-5,26,2,3,9,24%,,,,,,,,,,
273,Brady Skjei,N,D,72,NSH,32,$7.0,367.0,4.4,-24.0,-1.9,—,N/A,, ,84,23.0,6,26,32,131,1,8,1,2,102,72,-4,44,1,0,0,0%,,,,,,,,,,
274,Jordan Eberle,Y,RW,89,SEA,36,$5.5,394.0,5.1,-24.2,-1.9,—,N/A,, ,78,18.0,21,28,48,160,4,13,0,0,41,51,-5,26,3,15,23,39%,,,,,,,,,,
275,Luca Cagnoni,N,D,73,S.J,21,$0.9,366.7,4.7,-24.3,-1.9,—,N/A,,+ +,78,18.0,6,25,31,124,1,5,0,0,93,96,1,32,1,0,0,0%,,,,,,,,,,
276,Braden Schneider,N,D,74,NYR,24,$5.5,365.8,4.4,-25.2,-2.0,—,N/A,, ,84,17.9,4,16,20,95,0,0,1,1,130,138,-2,24,1,0,0,0%,,,,,,,,,,
277,Jamie Drysdale,N,D,75,PHI,24,$6.5,365.4,4.8,-25.6,-2.0,—,N/A,,+ +,77,22.0,10,27,37,112,3,13,0,0,101,30,0,27,2,0,0,0%,,,,,,,,,,
278,Zachary Bolduc,N,"LW,RW",90,MTL,23,$0.9,391.6,5.1,-26.5,-2.1,—,N/A,, ,76,14.5,17,19,36,117,4,7,0,0,43,150,4,29,3,14,21,41%,,,,,,,,,,
279,Jack Quinn,Y,RW,91,BUF,24,$3.4,389.5,5.0,-28.6,-2.3,—,N/A,, ,77,15.8,19,29,48,171,4,13,0,0,26,52,1,22,3,3,9,22%,,,,,,,,,,
280,Ryan Poehling,N,C,116,ANA,27,$3.8,326.2,4.1,-29.5,-2.4,—,N/A,, ,80,14.8,12,22,34,100,0,0,2,4,90,50,-3,17,2,515,527,49%,,,,,,,,,,
281,Kyle Palmieri,Y,RW,92,NYI,35,$4.8,387.9,5.2,-30.2,-2.4,—,N/A,, ,74,17.8,20,24,44,179,6,14,1,1,35,57,-3,24,3,9,13,41%,,,,,,,,,,
282,Aaron Ekblad,N,D,76,FLA,30,$6.1,357.5,4.7,-33.5,-2.7,127.6,-154.4,, ,76,22.4,3,24,28,103,0,4,0,1,109,94,3,58,1,0,1,0%,,,,,,,,,,
283,Thatcher Demko,,G,28,VAN,30,$8.5,286.4,6.4,-34.1,-2.7,151.0,-132.0,, ,,,,,,,,,,,,,,,,,,,,45,16,22,7,1,"1,286",143,0.900,3.19
284,Jake Evans,N,C,117,MTL,30,$2.9,320.9,3.9,-34.7,-2.8,—,N/A,, ,82,15.4,11,18,29,88,0,0,2,3,58,106,1,21,2,561,482,54%,,,,,,,,,,
285,Jonathan Huberdeau,N,"LW,RW",93,CGY,33,$10.5,383.3,4.9,-34.8,-2.8,—,N/A,, ,78,18.2,18,28,46,136,6,15,1,2,50,53,-8,38,3,12,18,41%,,,,,,,,,,
286,Morgan Rielly,N,D,77,TOR,32,$7.5,356.0,4.3,-35.0,-2.8,130.3,-155.7,, ,82,18.9,7,26,33,121,1,5,0,0,114,43,0,25,1,0,0,0%,,,,,,,,,,
287,Devon Toews,N,D,78,COL,32,$7.3,355.0,4.4,-36.0,-2.9,130.9,-156.1,, ,81,22.1,6,28,33,125,1,2,0,0,105,47,10,30,1,0,0,0%,,,,,,,,,,
288,Pavel Buchnevich,N,"C,LW,RW",94,STL,31,$8.0,381.8,4.6,-36.3,-2.9,—,N/A,, ,83,17.1,20,30,50,148,4,12,0,1,38,40,-1,29,3,85,125,40%,,,,,,,,,,
289,Adam Larsson,N,D,79,SEA,33,$5.3,354.2,4.2,-36.8,-2.9,—,N/A,, ,84,20.7,4,16,20,96,0,0,0,0,154,105,-9,40,0,0,0,0%,,,,,,,,,,
290,Noah Laba,N,C,120,NYR,23,$0.9,317.9,3.9,-37.7,-3.0,—,N/A,, ,81,14.1,11,18,29,90,2,4,0,0,47,116,0,32,2,379,365,51%,,,,,,,,,,
291,Connor McMichael,N,"C,LW",92,STL,25,$6.8,373.3,4.5,-37.8,-3.0,—,N/A,, ,83,16.6,19,29,48,153,3,7,0,2,44,50,-2,35,3,268,338,44%,,,,,,,,,,
292,Alex Romanov,N,D,80,NYI,26,$6.3,352.8,4.7,-38.2,-3.1,—,N/A,, ,76,18.9,4,15,19,96,0,0,0,0,139,119,-5,23,1,0,0,0%,,,,,,,,,,
293,Matt Duchene,N,"C,RW",95,DAL,35,$4.5,379.3,4.8,-38.8,-3.1,136.6,-156.4,, ,79,15.2,19,33,52,120,4,11,0,0,29,41,5,16,3,348,303,53%,,,,,,,,,,
294,Radko Gudas,N,D,81,FLA,36,$1.5,351.8,4.5,-39.2,-3.1,—,N/A,, ,78,16.1,2,11,14,74,0,0,0,0,119,181,3,62,0,0,0,0%,,,,,,,,,,
295,Sam Dickinson,N,D,82,S.J,20,$1.0,351.0,4.4,-40.0,-3.2,—,N/A,,+ +,80,19.9,5,26,30,111,2,9,0,0,91,84,-3,32,1,0,0,0%,,,,,,,,,,
296,Mikael Backlund,N,C,121,CGY,37,$3.3,315.2,3.8,-40.4,-3.2,—,N/A,, ,83,18.2,14,21,35,185,1,3,1,3,38,39,-8,26,2,740,753,50%,,,,,,,,,,
297,Jeremy Lauzon,N,D,83,VGK,29,$4.0,350.3,4.7,-40.7,-3.3,—,N/A,, ,74,16.9,2,9,11,71,0,0,0,0,97,224,2,72,0,0,0,0%,,,,,,,,,,
298,Denton Mateychuk,N,D,84,CBJ,22,$0.9,348.7,4.6,-42.3,-3.4,—,N/A,,+,76,20.7,13,22,34,100,1,2,0,0,108,44,2,23,2,0,0,0%,,,,,,,,,,
299,Dylan Samberg,N,D,85,WPG,27,$5.8,348.4,4.5,-42.6,-3.4,—,N/A,, ,78,22.0,4,19,23,109,0,0,0,0,142,71,2,28,1,0,0,0%,,,,,,,,,,
300,Artturi Lehkonen,N,"LW,RW",96,COL,31,$4.5,374.0,4.9,-44.1,-3.5,135.9,-164.1,, ,76,17.5,22,24,46,154,2,4,0,0,37,48,10,25,4,6,15,29%,,,,,,,,,,
301,Ben Chiarot,N,D,86,DET,35,$3.9,346.8,4.2,-44.2,-3.5,—,N/A,, ,83,20.2,2,10,12,88,0,0,0,0,150,143,-5,58,0,0,0,0%,,,,,,,,,,
302,Jake Walman,N,D,87,EDM,30,$7.0,346.2,4.6,-44.8,-3.6,127.6,-174.4,, ,75,18.7,8,19,27,129,0,2,0,1,125,45,3,31,1,0,0,0%,,,,,,,,,,
303,Mikey Anderson,N,D,88,L.A,27,$4.1,346.1,4.2,-44.8,-3.6,—,N/A,, ,82,20.6,4,18,22,75,0,0,0,0,132,110,0,26,1,0,0,0%,,,,,,,,,,
304,Mats Zuccarello,Y,RW,97,L.A,38,$1.0,372.8,4.9,-45.3,-3.6,—,N/A,, ,77,16.3,15,35,50,139,3,16,0,0,36,31,0,25,2,26,36,42%,,,,,,,,,,
305,Nick Seeler,N,D,89,PHI,33,$2.7,345.2,4.2,-45.8,-3.7,—,N/A,, ,82,17.6,1,11,12,81,0,0,0,1,160,124,0,41,0,0,0,0%,,,,,,,,,,
306,Pyotr Kochetkov,,G,29,CAR,27,$2.0,274.6,6.9,-45.9,-3.7,131.7,-174.3,, ,,,,,,,,,,,,,,,,,,,,40,24,12,4,3,946,107,0.898,2.69
307,Emmitt Finnie,N,"C,LW",95,DET,21,$0.9,364.7,4.4,-46.4,-3.7,—,N/A,, ,83,15.3,15,20,35,127,4,8,0,0,41,126,-2,15,2,47,60,44%,,,,,,,,,,
308,Mavrik Bourque,N,"C,RW",98,NSH,24,$5.5,371.5,4.6,-46.6,-3.7,—,N/A,, ,82,16.3,20,24,44,149,2,8,0,0,30,79,-2,23,3,128,153,46%,,,,,,,,,,
309,Easton Cowan,N,LW,97,TOR,21,$0.9,363.7,4.7,-47.4,-3.8,—,N/A,, ,77,15.8,16,25,41,122,3,7,0,0,40,88,1,37,2,3,5,33%,,,,,,,,,,
310,Jiri Kulich,N,C,125,BUF,22,$0.9,306.9,4.6,-48.7,-3.9,—,N/A,, ,67,16.2,18,16,35,137,1,3,0,0,45,52,1,24,3,342,429,44%,,,,,,,,,,
311,Parker Kelly,N,"C,LW",99,COL,27,$1.7,362.4,4.3,-48.7,-3.9,—,N/A,, ,84,12.7,14,13,27,102,0,0,1,2,62,170,6,30,3,91,163,36%,,,,,,,,,,
312,Sean Couturier,N,C,126,PHI,33,$7.8,306.5,3.7,-49.1,-3.9,—,N/A,, ,82,14.3,11,21,31,114,0,0,0,1,42,78,1,29,2,584,483,55%,,,,,,,,,,
313,Konsta Helenius,N,C,129,BUF,20,$1.0,306.4,4.0,-49.2,-3.9,130.4,-182.6,,+,76,12.9,14,22,35,118,0,0,0,0,32,84,2,20,2,91,128,42%,,,,,,,,,,
314,Ridly Greig,N,"C,LW,RW",99,OTT,24,$3.3,368.1,4.5,-50.0,-4.0,—,N/A,, ,82,16.3,14,21,35,129,1,4,2,2,52,111,2,61,3,260,250,51%,,,,,,,,,,
315,Joel Farabee,N,"LW,RW",100,CGY,26,$5.0,367.7,4.4,-50.4,-4.0,—,N/A,, ,84,17.1,20,20,40,158,1,4,3,4,56,68,-8,33,3,26,38,41%,,,,,,,,,,
316,Andrew Copp,N,"C,LW",101,DET,32,$5.6,360.5,4.5,-50.6,-4.0,—,N/A,, ,80,17.2,12,30,42,122,2,10,0,1,60,45,-1,26,2,553,492,53%,,,,,,,,,,
317,Jack Drury,N,C,132,NSH,26,$4.5,304.4,3.7,-51.2,-4.1,—,N/A,, ,82,15.6,11,18,29,115,1,2,0,0,62,56,-2,34,2,591,439,57%,,,,,,,,,,
318,Boone Jenner,N,"C,LW",102,WSH,33,$5.8,359.3,5.0,-51.8,-4.1,—,N/A,, ,71,14.4,12,19,31,123,1,2,0,1,58,124,4,29,2,251,223,53%,,,,,,,,,,
319,Jamie Oleksiak,N,D,90,VAN,33,$5.0,338.1,4.1,-52.9,-4.2,—,N/A,, ,83,20.9,2,13,16,83,0,0,0,0,152,118,-9,40,0,0,0,0%,,,,,,,,,,
320,William Borgen,N,D,91,BOS,29,$4.1,338.0,4.1,-52.9,-4.2,—,N/A,, ,83,19.1,5,15,20,87,0,0,0,0,121,123,-3,45,1,0,0,0%,,,,,,,,,,
321,Taylor Hall,N,LW,107,CAR,34,$3.2,357.8,4.7,-53.3,-4.3,—,N/A,, ,76,15.6,17,26,44,140,3,8,0,0,34,55,6,34,3,25,32,44%,,,,,,,,,,
322,Sean Durzi,N,D,92,NYR,27,$6.0,337.6,4.7,-53.4,-4.3,—,N/A,, ,72,20.3,7,23,30,102,1,5,0,0,112,55,-1,40,1,0,0,0%,,,,,,,,,,
323,Claude Giroux,N,"C,LW,RW",101,OTT,19,$2.0,364.5,4.3,-53.6,-4.3,—,N/A,, ,84,15.3,12,29,41,131,2,11,0,1,30,64,3,25,2,489,311,61%,,,,,,,,,,
324,Rasmus Sandin,N,D,93,WSH,26,$4.6,337.0,4.2,-54.0,-4.3,—,N/A,, ,81,17.5,4,21,25,83,0,2,0,0,119,89,3,21,1,0,0,0%,,,,,,,,,,
325,Marcus Pettersson,N,D,94,NYR,30,$5.5,336.7,4.0,-54.3,-4.3,—,N/A,, ,83,20.8,4,20,24,72,0,0,0,0,140,82,0,49,1,0,0,0%,,,,,,,,,,
326,Vladislav Gavrikov,N,D,95,NYR,30,$7.0,336.5,4.0,-54.5,-4.4,140.5,-185.5,, ,84,22.8,7,22,28,112,0,1,0,1,119,53,0,38,1,0,0,0%,,,,,,,,,,
327,Yanni Gourde,N,C,135,T.B,34,$2.3,300.6,3.7,-55.0,-4.4,—,N/A,, ,80,15.1,9,20,29,109,0,0,0,0,35,111,6,46,2,382,431,47%,,,,,,,,,,
328,Frank Vatrano,N,"LW,RW",102,ANA,32,$4.6,363.0,4.6,-55.1,-4.4,—,N/A,, ,78,13.9,14,14,29,162,3,5,0,1,49,130,-5,50,2,10,14,42%,,,,,,,,,,
329,MacKenzie Blackwood,,G,30,COL,29,$5.3,265.4,7.6,-55.1,-4.4,92.5,-236.5,, ,,,,,,,,,,,,,,,,,,,,35,21,11,4,2,868,94,0.902,2.68
330,Fabian Zetterlund,N,"LW,RW",103,OTT,27,$4.3,361.3,4.3,-56.8,-4.5,—,N/A,, ,84,12.8,15,16,30,134,3,5,0,0,43,135,2,18,3,10,13,44%,,,,,,,,,,
331,Zach Whitecloud,N,D,96,CGY,29,$2.8,333.8,4.2,-57.2,-4.6,—,N/A,, ,80,20.9,2,15,17,69,0,0,0,0,144,124,-9,37,0,0,0,0%,,,,,,,,,,
332,Shane Wright,N,"C,RW",104,SEA,22,$0.9,360.8,4.5,-57.3,-4.6,—,N/A,, ,81,15.0,18,24,42,118,4,10,0,0,64,65,-5,19,3,296,406,42%,,,,,,,,,,
333,Sam Malinski,N,D,97,COL,28,$4.8,333.5,4.3,-57.4,-4.6,140.2,-192.8,, ,77,17.6,6,21,27,138,0,1,0,0,98,53,10,23,1,0,0,0%,,,,,,,,,,
334,Kevin Bahl,N,D,98,CGY,26,$5.4,333.3,4.1,-57.7,-4.6,—,N/A,, ,82,22.2,4,18,22,78,0,1,0,1,121,119,-9,52,1,0,0,0%,,,,,,,,,,
335,Roman Kantserov,N,RW,105,CHI,21,$1.1,360.3,4.7,-57.8,-4.6,—,N/A,, ,77,15.0,19,19,38,146,4,8,0,0,33,91,0,31,2,0,0,40%,,,,,,,,,,
336,William Karlsson,N,C,136,VGK,33,$5.9,297.5,4.5,-58.2,-4.7,—,N/A,, ,67,15.3,13,18,31,132,1,3,2,2,46,36,4,14,2,454,339,57%,,,,,,,,,,
337,Calum Ritchie,Y,"C,RW",106,NYI,21,$0.9,359.8,4.7,-58.3,-4.7,—,N/A,, ,77,16.2,20,26,46,124,8,19,0,0,44,38,-6,31,3,162,272,37%,,,,,,,,,,
338,Erik Haula,N,"C,LW",110,L.A,35,$3.6,352.5,4.3,-58.6,-4.7,—,N/A,, ,81,16.0,13,19,31,130,3,8,0,1,47,114,-2,48,2,492,462,52%,,,,,,,,,,
339,Tyler Kleven,N,D,99,OTT,24,$1.6,332.4,4.2,-58.6,-4.7,—,N/A,, ,80,17.3,4,14,18,95,0,0,0,2,110,125,1,41,1,0,0,0%,,,,,,,,,,
340,Jaccob Slavin,N,D,100,CAR,32,$6.9,332.3,4.2,-58.7,-4.7,—,N/A,, ,80,21.4,5,22,26,119,0,0,0,3,125,38,7,15,1,0,0,0%,,,,,,,,,,
341,Arturs Silovs,,G,31,PIT,25,$2.8,261.5,5.8,-59.0,-4.7,129.6,-211.4,, ,,,,,,,,,,,,,,,,,,,,45,22,17,6,2,"1,122",134,0.893,2.99
342,Simon Holmstrom,N,"LW,RW",107,NYI,25,$3.6,358.6,4.4,-59.5,-4.8,—,N/A,, ,82,17.6,22,26,48,114,2,5,3,5,54,30,-3,20,3,4,13,24%,,,,,,,,,,
343,Erik Cernak,N,D,101,T.B,29,$5.2,331.2,4.2,-59.8,-4.8,—,N/A,, ,78,18.3,2,14,16,63,0,0,0,1,119,141,6,55,0,0,0,0%,,,,,,,,,,
344,Alex Iafallo,N,"LW,RW",108,WPG,32,$3.7,358.3,4.3,-59.8,-4.8,—,N/A,, ,83,15.7,14,18,32,127,3,7,0,0,60,106,1,18,2,16,23,42%,,,,,,,,,,
345,Jonathan Marchessault,N,"LW,RW",109,NSH,35,$5.5,358.3,4.5,-59.9,-4.8,—,N/A,, ,80,15.4,17,23,40,169,4,11,0,0,18,83,-4,30,2,14,32,30%,,,,,,,,,,
346,Janis Moser,N,D,102,T.B,26,$6.8,331.0,4.2,-60.0,-4.8,—,N/A,, ,79,21.4,6,21,27,102,0,0,0,2,104,68,9,42,1,0,0,0%,,,,,,,,,,
347,Kaiden Guhle,N,D,103,MTL,24,$5.5,331.0,4.6,-60.0,-4.8,—,N/A,, ,71,18.5,5,15,21,78,0,0,0,0,118,113,1,48,1,0,0,0%,,,,,,,,,,
348,Yegor Chinakhov,N,"LW,RW",110,PIT,25,$6.3,357.9,5.0,-60.2,-4.8,129.7,-218.3,, ,72,15.0,21,22,42,151,2,6,0,0,33,66,0,15,3,2,8,19%,,,,,,,,,,
349,Ryan Pulock,N,D,104,NYI,31,$6.2,330.6,4.2,-60.4,-4.8,—,N/A,, ,79,20.7,2,18,20,83,0,0,0,1,153,72,-3,21,0,0,0,0%,,,,,,,,,,
350,Brandon Bussi,,G,32,CAR,28,$1.9,259.9,6.5,-60.6,-4.8,73.9,-276.1,, ,,,,,,,,,,,,,,,,,,,,40,24,12,4,3,927,108,0.896,2.70
351,Mark Kastelic,N,"C,RW",111,BOS,27,$1.6,357.3,4.5,-60.8,-4.9,—,N/A,, ,79,12.3,10,10,20,97,0,0,1,1,57,209,-2,82,1,316,230,58%,,,,,,,,,,
352,Oliver Kapanen,N,C,139,MTL,23,$0.9,294.8,3.8,-60.8,-4.9,—,N/A,, ,78,14.1,17,15,33,121,1,2,1,2,56,38,1,22,3,279,338,45%,,,,,,,,,,
353,Eetu Luostarinen,N,LW,111,FLA,27,$3.0,350.1,4.3,-61.0,-4.9,—,N/A,, ,82,14.9,11,20,31,100,0,0,0,1,57,141,4,29,2,100,112,47%,,,,,,,,,,
354,Ty Emberson,N,D,105,EDM,26,$1.3,329.6,4.1,-61.4,-4.9,—,N/A,, ,80,17.3,3,15,18,68,0,0,0,0,119,130,5,26,1,0,0,0%,,,,,,,,,,
355,Yaroslav Askarov,,G,33,S.J,24,$2.0,259.0,5.8,-61.5,-4.9,131.4,-223.6,, ,,,,,,,,,,,,,,,,,,,,45,21,18,6,2,"1,167",140,0.893,3.10
356,Mario Ferraro,N,D,106,WPG,27,$4.0,328.7,4.0,-62.3,-5.0,—,N/A,, ,83,18.1,4,13,17,79,0,0,0,0,127,118,0,36,1,0,0,0%,,,,,,,,,,
357,Jamie Benn,N,"C,LW,RW",112,DAL,37,$0.9,355.6,4.5,-62.5,-5.0,—,N/A,, ,80,12.5,15,24,39,103,2,6,0,0,34,106,6,56,3,150,122,55%,,,,,,,,,,
358,Adam Klapka,N,RW,113,CGY,25,$1.3,355.6,5.2,-62.5,-5.0,—,N/A,, ,69,11.9,8,12,20,83,0,1,0,0,47,249,-7,54,1,12,25,32%,,,,,,,,,,
359,Jordan Spence,N,D,107,OTT,25,$5.0,328.4,4.1,-62.6,-5.0,—,N/A,, ,81,18.1,6,25,31,111,0,3,0,0,78,71,6,24,1,0,0,0%,,,,,,,,,,
360,Igor Chernyshov,N,"LW,RW",114,S.J,20,$0.9,355.1,4.8,-63.0,-5.0,—,N/A,, ,74,14.9,20,25,45,125,5,10,0,0,34,56,-1,23,3,0,0,0%,,,,,,,,,,
361,Charle-Edouard D'Astous,N,D,108,T.B,28,$0.9,327.6,4.1,-63.4,-5.1,—,N/A,, ,79,17.4,6,22,28,85,0,3,0,0,84,97,7,66,1,0,0,0%,,,,,,,,,,
362,Jacob Middleton,N,D,109,CGY,30,$4.4,327.6,4.1,-63.4,-5.1,—,N/A,, ,81,19.3,4,15,19,77,0,0,0,0,144,98,-8,60,1,0,0,0%,,,,,,,,,,
363,Dawson Mercer,N,"C,RW",115,N.J,24,$4.0,353.9,4.2,-64.2,-5.1,—,N/A,, ,84,17.8,20,21,41,154,4,7,1,1,51,42,0,23,3,116,168,41%,,,,,,,,,,
364,Oliver Ekman-Larsson,N,D,110,TOR,35,$3.5,325.2,3.9,-65.8,-5.3,127.7,-236.3,, ,82,18.5,5,23,28,102,1,5,0,0,80,86,1,52,1,0,0,0%,,,,,,,,,,
365,Filip Gustavsson,,G,34,MIN,28,$6.8,254.5,7.3,-66.0,-5.3,127.5,-237.5,,-,,,,,,,,,,,,,,,,,,,,35,18,13,4,2,899,97,0.902,2.78
366,Barrett Hayton,N,C,142,UTA,26,$4.8,289.6,3.8,-66.0,-5.3,—,N/A,, ,76,15.3,13,18,31,128,4,7,0,0,37,41,2,37,2,475,420,53%,,,,,,,,,,
367,Brett Howden,N,"C,LW",113,VGK,28,$2.5,344.9,4.4,-66.3,-5.3,—,N/A,, ,78,15.4,17,16,34,104,1,3,1,1,39,124,3,44,3,325,324,50%,,,,,,,,,,
368,Connor Murphy,N,D,111,EDM,33,$4.1,323.6,4.1,-67.4,-5.4,—,N/A,, ,78,19.2,2,13,15,69,0,0,0,1,145,101,5,61,0,0,0,0%,,,,,,,,,,
369,Alex Carrier,N,D,112,MTL,29,$3.8,323.5,4.0,-67.5,-5.4,—,N/A,, ,81,19.0,4,16,20,64,0,0,0,1,159,61,2,40,1,0,0,0%,,,,,,,,,,
370,Artem Zub,N,D,113,OTT,29,$4.6,323.0,4.1,-68.0,-5.4,—,N/A,, ,79,20.8,3,19,23,82,0,0,0,1,128,75,3,47,1,0,0,0%,,,,,,,,,,
371,Conor Garland,N,RW,116,CBJ,30,$6.0,349.4,4.3,-68.7,-5.5,—,N/A,, ,82,16.6,15,24,39,158,3,9,0,0,43,54,1,36,2,9,20,32%,,,,,,,,,,
372,Gabe Perreault,Y,RW,117,NYR,21,$0.9,348.4,4.4,-69.7,-5.6,128.0,-244.0,, ,79,15.7,19,25,44,122,4,9,0,0,35,49,0,22,3,7,8,46%,,,,,,,,,,
373,Keegan Kolesar,N,RW,118,DET,29,$2.5,347.8,4.2,-70.3,-5.6,—,N/A,, ,84,11.6,8,13,20,74,0,0,0,1,44,240,-3,42,1,10,17,36%,,,,,,,,,,
374,Marcus Foligno,N,LW,115,MIN,35,$4.0,340.7,4.5,-70.4,-5.6,—,N/A,, ,76,12.7,9,10,19,78,0,0,0,0,53,218,2,57,1,10,14,40%,,,,,,,,,,
375,Olen Zellweger,N,D,114,BUF,22,$3.1,320.5,4.1,-70.5,-5.6,—,N/A,, ,78,19.3,8,17,25,135,1,2,0,0,102,50,2,34,1,0,0,0%,,,,,,,,,,
376,Dalibor Dvorsky,N,C,145,STL,21,$0.9,284.9,3.6,-70.7,-5.7,—,N/A,, ,79,14.7,14,15,29,108,5,8,0,0,29,88,-4,29,2,381,447,46%,,,,,,,,,,
377,Darcy Kuemper,,G,35,L.A,36,$5.3,249.8,7.1,-70.7,-5.7,147.7,-229.3,, ,,,,,,,,,,,,,,,,,,,,35,17,14,5,2,911,99,0.902,2.82
378,Dylan Demelo,N,D,115,WPG,33,$4.9,319.9,3.8,-71.1,-5.7,—,N/A,, ,84,21.4,1,18,19,62,0,0,0,1,118,119,3,40,0,0,0,0%,,,,,,,,,,
379,Noah Ostlund,N,C,146,BUF,22,$0.9,284.4,3.8,-71.2,-5.7,—,N/A,, ,75,16.1,15,22,37,95,3,7,1,1,52,25,2,24,2,125,266,32%,,,,,,,,,,
380,Tyler Toffoli,N,"LW,RW",119,S.J,34,$6.0,346.7,4.2,-71.4,-5.7,—,N/A,, ,83,13.5,20,21,41,159,3,7,0,0,30,55,-2,14,3,11,16,40%,,,,,,,,,,
381,Damon Severson,N,D,116,CBJ,32,$6.3,319.1,4.0,-71.9,-5.8,—,N/A,, ,79,19.5,7,22,29,97,0,3,0,0,99,51,3,49,1,0,0,0%,,,,,,,,,,
